name,memberCity,memberCounry,MemberGender,memberAge,CitiesVisited,Countriesvisited,memberDescription,Activitiy,Type,ownerdesc,rating,review
cpenman,Hong Kong,Hong Kong, male , 35-49 ,"['kota kinabalu', 'paris', 'sandakan', 'banff', ' alberta', 'beijing', 'bangkok', 'calgary', ' alberta', 'edmonton', ' alberta', 'guangzhou', 'agra', 'amritsar']","[' malaysia', ' france', 'kananaskis country', ' canada', ' china', ' thailand', ' india']",[],"Spa Europa, Calgary", Spas,"
",1 of 5 stars,"
My wife and I received a gift certificate as a Christmas present. We were excited to try out the Venus Couples package which is described as follows:
'Pamper yourself and your loved one with a full hour couples massage, a European manicure and a European pedicure. This is the perfect way to spend a day with the one you love....


More 


"
Mar053,Calgary,Canada,,,"['calgary', ' alberta']",[' canada'],[],"Spa Europa, Calgary", Spas,"
",5 of 5 stars,"
I had my very first facial yesterday at spa europa and will definitely be going back!! It was so relaxing the girl did an exceptional job! I felt so pampered! She massaged pretty much my entire body did a hot paraffin wax on my feet and hands and my skin looked and felt amazing after!! My pedicure was great as...


More 


"
Redhead049,Calgary,Canada, female , 50-64 ,"['calgary', ' alberta', 'halifax', ' nova scotia', 'north vancouver', ' british columbia', 'honolulu', ' hi', 'kelowna', ' british columbia', 'saint philip', 'saskatoon', ' saskatchewan', 'st. george', ' ut', 'vancouver', ' british columbia', 'athens', 'bucerias', 'great falls', ' mt']","[' canada', ' usa', ' antigua and barbuda', ' greece', ' mexico']",[],"Spa Europa, Calgary", Spas,"
",1 of 5 stars,"
My husband and I attended Spa Europia in February for a couples massage and facial. This was our second visit with our previous attendance in 2009. While our 2009 experience went well on this occasion we were disgusted by the unclean facility, tattered & stained spa robes and unprofessional staff. One staff person also promoted their home based esthetician services...


More 


"
See_Three,,,,,"['calgary', ' alberta']",[' canada'],[],"Sante Spa, Calgary", Spas,"

Owner description As a recognized leader in the Canadian spa industry and after years of extensive research and testing, we are pleased to introduce our new advanced skincare and body treatments to help you transform and rejuvenate.When you look and feel great about your face and body, confidence will follow. Our results oriented treatments will help you redefine yourself, while evoking your inner glow, beauty and vibrancy.The perfect urban sanctuary, our luxurious spa in Calgary is custom designed for relaxing in our stylish lounges and ladies change room with infrared sauna. Our men's private treatment suite is carefully appointed for maximum comfort and relaxation.Sant Spa's highly trained, skilled and experienced therapists will advise you on the treatment that will be most beneficial and to address your needs, concerns and desired results. All of our treatments are proven, safe and effective; administered by highly experienced professionals in accordance with the Quality Assurance Standards of Leading Spas of Canada, and the Global Best Practices of the International Spa Association. 
",5 of 5 stars,"
At this Spa you're treated like royalty from the time you walk in the door. It's the most relaxing spa environment I've ever been to and absolutely worth every penny!
"
va227,Calgary,Canada,,,"['calgary', ' alberta']",[' canada'],[],"Spa Europa, Calgary", Spas,"
",1 of 5 stars,"
Myself and a friend went to spa-europa early today (Saturday June 18,2011) both for bikini waxing. My friend went first getting a brazillian and was finished extremely quickly and left looking less than satisfied. As she was exiting the room the woman then looked at me and asked ""are you over grown as well?"" this was extremely embarrassing for my...


More 


"
skookum1,Calgary,Calgary, female , 50-64 ,"['budapest', 'guanajuato', 'queen charlotte city', ' british columbia', 'calgary', ' alberta', 'banff', ' alberta', 'chinon', 'manzanillo', 'mexico city', 'provincetown', ' ma', 'bratislava', 'glasgow', 'nice']","[' hungary', ' mexico', ' canada', ' france', ' usa', ' slovakia', ' uk']",[],"Sante Spa, Calgary", Spas,"

Owner description As a recognized leader in the Canadian spa industry and after years of extensive research and testing, we are pleased to introduce our new advanced skincare and body treatments to help you transform and rejuvenate.When you look and feel great about your face and body, confidence will follow. Our results oriented treatments will help you redefine yourself, while evoking your inner glow, beauty and vibrancy.The perfect urban sanctuary, our luxurious spa in Calgary is custom designed for relaxing in our stylish lounges and ladies change room with infrared sauna. Our men's private treatment suite is carefully appointed for maximum comfort and relaxation.Sant Spa's highly trained, skilled and experienced therapists will advise you on the treatment that will be most beneficial and to address your needs, concerns and desired results. All of our treatments are proven, safe and effective; administered by highly experienced professionals in accordance with the Quality Assurance Standards of Leading Spas of Canada, and the Global Best Practices of the International Spa Association. 
",5 of 5 stars,"
I have been visiting Sante Spa for a couple of years. While travelling I often frequent the spas in hotels or seek out a better one out in the city I am visiting. Resort spas have left me feeling like the esthetician is working so she/he can ski on their day off or is forced to make a sales pitch...


More 


"
jsspa,Victoria,Canada,,,"['calgary', ' alberta']",[' canada'],[],"Sante Spa, Calgary", Spas,"

Owner description As a recognized leader in the Canadian spa industry and after years of extensive research and testing, we are pleased to introduce our new advanced skincare and body treatments to help you transform and rejuvenate.When you look and feel great about your face and body, confidence will follow. Our results oriented treatments will help you redefine yourself, while evoking your inner glow, beauty and vibrancy.The perfect urban sanctuary, our luxurious spa in Calgary is custom designed for relaxing in our stylish lounges and ladies change room with infrared sauna. Our men's private treatment suite is carefully appointed for maximum comfort and relaxation.Sant Spa's highly trained, skilled and experienced therapists will advise you on the treatment that will be most beneficial and to address your needs, concerns and desired results. All of our treatments are proven, safe and effective; administered by highly experienced professionals in accordance with the Quality Assurance Standards of Leading Spas of Canada, and the Global Best Practices of the International Spa Association. 
",5 of 5 stars,"
I visited Sante Spa Calgary for the first time in February. Having been in the industry a number of years I place a lot of value on well trained staff.
I had a pedicure and a laser hair removal service. Both were done with the utmost professionalism and attention to detail. I could tell that the staff were well trained...


More 


"
Cecelia704,Calgary,Canada,,,"['calgary', ' alberta']",[' canada'],[],"Sante Spa, Calgary", Spas,"

Owner description As a recognized leader in the Canadian spa industry and after years of extensive research and testing, we are pleased to introduce our new advanced skincare and body treatments to help you transform and rejuvenate.When you look and feel great about your face and body, confidence will follow. Our results oriented treatments will help you redefine yourself, while evoking your inner glow, beauty and vibrancy.The perfect urban sanctuary, our luxurious spa in Calgary is custom designed for relaxing in our stylish lounges and ladies change room with infrared sauna. Our men's private treatment suite is carefully appointed for maximum comfort and relaxation.Sant Spa's highly trained, skilled and experienced therapists will advise you on the treatment that will be most beneficial and to address your needs, concerns and desired results. All of our treatments are proven, safe and effective; administered by highly experienced professionals in accordance with the Quality Assurance Standards of Leading Spas of Canada, and the Global Best Practices of the International Spa Association. 
",4 of 5 stars,"
I came into the spa which has a lovely atmosphere and waited only a minute until I was taken to the room where I was to have my facial. The facial was comforting and relaxing. The person working with me had a wonderful way of moving her hands while applying creams and such. I felt like I was in a...


More 


"
Krik23,,,,,"['calgary', ' alberta']",[' canada'],[],"Spa Europa, Calgary", Spas,"
",2 of 5 stars,"
This spa seems to advertise like crazy in magazines and on the radio in particular. I was expecting it to be one of the top spas in Calgary and was shockingly disappointed. While the staff were pleasant enough, they were not well trained in professionalism (ie. was not greeted when I entered and had to wait a long time before...


More 


"
tarajeff2010,Calgary,Canada,,,"['puerto morelos', 'playa maroma', 'playa del carmen', 'calgary', ' alberta']","[' mexico', ' canada']",[],"Spa Europa, Calgary", Spas,"
",1 of 5 stars,"
My husband and I wanted to have a relaxing couples massage after the hectic holiday season, so we decided to try Spa Europa. We have been for many spa treatments before... well what a disappointment! The waiting room/lounge area was disgusting!! The place was dirty and old. They gave us old sandals for our feet that were all greasy from...


More 


"
MarieR19,Calgary,Canada,,,"['calgary', ' alberta']",[' canada'],[],"Spa Europa, Calgary", Spas,"
",2 of 5 stars,"
I don't usually write reviews for services but I was very disturbed by the lack of cleanliness in this spa. It was very dark and dusty and the floor was covered in lint and dirt. I was given some very dirty sandals to change into at the door when I arrived. They also asked me to pay when I arrived...


More 


"
Theresaa22,Calgary,Canada,,,"['byron bay', 'calgary', ' alberta', 'niagara-on-the-lake', ' ontario']","[' australia', ' canada']",[],"Sante Spa at Hotel Le Germain, Calgary", Spas,"

Owner description Sant Spa at Hotel Le Germain Calgary is the ultimate urban sanctuary, a perfect balance to the adrenaline-fuelled pace of modern life.Carefully designed to embrace the senses with soothing introspective contemplation, the use of monochromatic tones and modern functional design create a warm and inviting atmosphere providing the ideal environment to explore the restorative powers of spa. We welcome you to discover our menu of rejuvenating spa treatments, or choose from three one-of-a-kind wellness routes that we have developed specifically to meet the therapeutic needs of Hotel Le Germain guests and Calgarians living and working in the downtown core. 
",2 of 5 stars,"
Massage was a gift so I called to have it put on my credit card and left my cel if any problems. When my guest left the massage they were told there wasn't anything on file, so made them pay. Very embarrassing to me and then I had figure out how to repay my guest as I was in another...


More 


"
Lynab,,,,,"['calgary', ' alberta']",[' canada'],[],"Spa Europa, Calgary", Spas,"
",1 of 5 stars,"
We booked an appointment for my mothers birthday and when we got there the lady working started yelling at my sister because we were a bit late for the appointment. They ignored me for an hour before someone asked what I was waiting for then told me they will have someone do my manicure soon. Waited another 45 minutes before...


More 


"
man-in-motion,calgary,calgary,,,"['calgary', ' alberta', 'cochrane', ' alberta', 'la jolla', ' ca', 'pittsburgh', ' pa', 'salzburg', 'amsterdam', 'breckenridge', ' co', 'florence', 'prague', 'vail', ' co', 'vienna']","[' canada', ' usa', ' austria', ' the netherlands', ' italy', 'nova scotia', ' czech republic']",[],"Spa Europa, Calgary", Spas,"
",5 of 5 stars,"
I have been a couple times for a massage, and enjoyed each visit, recieving the same excellent service as usual. Price is good for the one hour massage I wanted. Thanks!
"
032312g,Calgary,Calgary, female , 35-49 ,"['edmonton', ' alberta', 'phoenix', ' az', 'scottsdale', ' az', 'montreal', ' quebec', 'calgary', ' alberta', 'las vegas', ' nv', 'new york city', ' ny', 'runaway bay', 'antalya', 'athens', 'avignon', 'banff', ' alberta']","[' canada', ' usa', ' jamaica', ' turkey', ' greece', ' france']",[],"Spa Europa, Calgary", Spas,"
",5 of 5 stars,"
Ok: before I booked this spa, I read all the negative reviews. and it is just like reading about the restaurants: it is always about the plates and never about the food people are complaining. I do not care about parking or brand name of the products used. I am not paying my money for the tile or sinks per...


More 


"
d25bass,Calgary,Calgary, female , 35-49 ,"['calgary', ' alberta']",[' canada'],[],"Spa Europa, Calgary", Spas,"
",5 of 5 stars,"
After reading all the nasty reviews about this Spa you can bet your bottom dollar I wasn't going there.....My friend started going there for brazilian waxing appointments and raved about the new esthetician they hired she was ""the best"" she kept telling me, and I should go and give it a try. There was no way after reading about how...


More 


"
Cudabear88,calgary,ab, female , 25-34 ,"['athens', 'calgary', ' alberta', 'las vegas', ' nv', 'ao nang', 'auckland', 'berlin', 'fethiye', 'playa del carmen', 'airdrie', ' alberta', 'akumal', 'amsterdam', 'anaheim', ' ca']","[' greece', ' canada', ' usa', ' thailand', ' new zealand', ' germany', ' turkey', ' mexico', ' the netherlands']",[],"Spa Europa, Calgary", Spas,"
",1 of 5 stars,"
I booked a ""couples retreat"" (Couples Massage followed by half hour private hot tub) as a birthday treat for my husband.
When we arrived the front desk was very busy, they seemed flustered and confused and there were a number of people waiting.. As they didn't have a waiting area everyone just bunched up at the doors, so my first...


More 


"
LuluCaly,Calgary,Calgary,,,"['calgary', ' alberta']",[' canada'],[],"Spa Europa, Calgary", Spas,"
",2 of 5 stars,"
I had an almost identical experience to another reviewer after booking the ""Couple's Retreat"". We were also given pre-used sandals to put on. They clearly hadn't been cleaned since the last use since they were greasy with lotion! The floors and change area were not very clean either. We were also left standing around in the hallway before and after...


More 


"
bonbon199,Calgary,Canada,,,"['calgary', ' alberta']",[' canada'],[],"Spa Europa, Calgary", Spas,"
",1 of 5 stars,"
Warning to all call ahead to confirm your appointment! To top it all off the owner kept making excuses. I would never go back NOT WORTH THE $$$$.
"
Margaret3510,Calgary,Calgary,,,"['calgary', ' alberta']",[' canada'],[],"Spa Europa, Calgary", Spas,"
",2 of 5 stars,"
I have been to Spa Europa twice. When I arrived for my first visit, the receptionist told me to take my shoes off at the door and put on some slippers. I thought this was odd, and I did not feel comfortable standing at reception changing my shoes. The waiting area is dirty. The carpets need vacuuming and the tables...


More 


"
JustMeX13,Calgary,Canada, Female ,,"['calgary', ' alberta']",[' canada'],[],"Spa Europa, Calgary", Spas,"
",4 of 5 stars,"
Visiting a spa is a treat to which I rarely take the time. Whenever I go to Spa-Europa, I usually book back-to-back treatments. The pedicures are the best in the city and the facials always make me feel refresh and rejuvenated. Would love to visit more often.
"
Angeleyes2010,Calgary,Canada, female , 25-34 ,"['calgary', ' alberta']",[' canada'],[],"Spa Europa, Calgary", Spas,"
",5 of 5 stars,"
Well What Can I say I made the best choice in walking to Spa Europa on Thursday I was debating for a long time which spa place to go then a friend told me to go to Spa Europa, and so I called and made an appointment. Wow they have the best services best customer service and such wonderful atmosphere...


More 


"
awillyCalgary,Calgary,Calgary, female , 25-34 ,"['calgary', ' alberta', 'cancun', 'varadero', 'orlando', ' fl', 'tampa', ' fl', 'cochrane', ' alberta']","[' canada', ' mexico', ' cuba', ' usa']",[],"Spa Europa, Calgary", Spas,"
",5 of 5 stars,"
We went for our anniversary... and we wil be making it an annual thing! We had our appointment confirmed the day before... we were greeted by the owner, who is an absolute delight!!! Both the massage therapists were polite, professional and very good at their jobs!
I recommend this Spa to anyone. It was a GREAT experience. Cant wait t...


More 


"
mcmb61,Calgary,Canada, female , 50-64 ,"['calgary', ' alberta', 'honolulu', ' hi']","[' canada', ' usa']",[],"Spa Europa, Calgary", Spas,"
",1 of 5 stars,"
This place is a joke! There is no ""luxury"" here. My daughter-in-law and myself where given certificates for spa packages, that cost just over $400.00 each. They were purchased several months apart and when my daughter-in-law called to book the appointments she was told that it was under new management but they would honour both certificates, no problem. One was...


More 


"
bluebirdsy,,,,,"['calgary', ' alberta', 'kimberley', ' british columbia']",[' canada'],[],"The Spa Ritual, Calgary", Spas,"

Owner description Welcome to a world of tranquil pleasure and peacefulness in Calgary, Alberta. The Spa Ritual is ""your path to rejuvenation"" through therapies and treatments inspired by ancient practices of health and wellness from Southeast Asia. 
",2 of 5 stars,"
I have been to this spa before and recommended it on numerous occasions for its ambience and facility. Unfortunately my most recent experience would not warrant further recommendations. My facialist was late beginning the appointment, which happens, but it stared the treatment off on a sour foot. The most troubling part was the noise. This facility is great for groups,...


More 


"
shanrn,Calgary,Canada,,,"['calgary', ' alberta', 'ixtapa']","[' canada', ' mexico']",[],"The Spa Ritual, Calgary", Spas,"

Owner description Welcome to a world of tranquil pleasure and peacefulness in Calgary, Alberta. The Spa Ritual is ""your path to rejuvenation"" through therapies and treatments inspired by ancient practices of health and wellness from Southeast Asia. 
",1 of 5 stars,"
I have been to spas all over the world and this is the worst experience I've ever had!!! I went in for a pedicure for my birthday with my girlfriend it was 45 minutes long, 60 second foot rub for $100 and not even any polish... that's another 25 dollars!! Not one single hello or
welcome, just ignorant, arrogant, young...


More 


"
Effimiya,St. Albert,St. Albert,,,"['calgary', ' alberta']",[' canada'],[],"The Spa Ritual, Calgary", Spas,"

Owner description Welcome to a world of tranquil pleasure and peacefulness in Calgary, Alberta. The Spa Ritual is ""your path to rejuvenation"" through therapies and treatments inspired by ancient practices of health and wellness from Southeast Asia. 
",1 of 5 stars,"
Te esthetician I had was great and i know it wasn't anything to do with her. It was the spa and how they do their pedicures. It was way too expensive for what it was and had better pedicures with more done elsewhere. I would never go there again.
"
Quebecbanana,,,,,"['calgary', ' alberta']",[' canada'],[],"Spa Europa, Calgary", Spas,"
",5 of 5 stars,"
My day of spoiling me started with a mud wrap, I felt like a queen. It was soo relaxing and I was given a face and scalp massage while I laid on the table. My Jacuzzi tub afterwards topped off my day, it was decorated with floral petals and made me feel soo lovely!! Thank you!! I will definitely go...


More 


"
evgf,NYC,NYC,,,"['calgary', ' alberta', 'berlin', 'dubai', 'jaipur', 'listvyanka', 'new delhi', 'prague', 'rome', 'sharm el sheikh', 'stockholm', 'venice']","[' canada', ' germany', ' united arab emirates', ' india', ' russia', ' czech republic', ' italy', ' egypt', ' sweden']",[],"Spa Europa, Calgary", Spas,"
",5 of 5 stars,"
When I first walked in I was a bit overwhelmed by the surroundings. I lived in Europe for a few years, and the feeling of Spa Europa was so authentic it was weird to be in the middle of an all Canadian town and experience that. The owner is European (I don't know from where but clearly from there --she...


More 


"
jwils871,Calgary,Calgary,,,"['palm - eagle beach', 'calgary', ' alberta']","[' aruba', ' canada']",[],"Spa Europa, Calgary", Spas,"
",2 of 5 stars,"
The trip to Spa Europa in Calgary was disappointing to say the least. Which is sad they started off with a great idea but fell very short in executing. My husband and I booked a couples retreat which was supposed to start off with a 20 min milk bath for 2 then go into a 1 hour massage each.
Well...


More 


"
Jenna17,Calgary,Calgary, female , 25-34 ,"['calgary', ' alberta', 'kihei', ' hi', 'las vegas', ' nv']","[' canada', ' usa']",[],"Spa Europa, Calgary", Spas,"
",1 of 5 stars,"
A very cheap spa. Their robes have holes in them, the lounge only has two love seats to sit on for everyone in the spa. My friend purchased one of their $300 packages that included a shampoo and conditioner treatment but they used No Name product! Not even regular brand name or salon quality products! Just the cheapest stuff they...


More 


"
Shemet,Calgary,Calgary,,,"['calgary', ' alberta']",[' canada'],[],"Spa Europa, Calgary", Spas,"
",5 of 5 stars,"
I had the best treatment ever, the massage therapist was very good and he tried to fix all the nuts on my back, with really deep tissue massage, so I really felt sorry for the energy he spent to help me out, every one was nice to me and I thing it worth the money I pied.
"
mamagoldilox,Alberta,Alberta, Female ,,"['calgary', ' alberta', 'las vegas', ' nv', 'portland', ' or', 'puerto vallarta', 'seattle', ' wa', 'st. george', ' ut', 'vancouver', ' british columbia']","[' canada', ' usa', ' mexico']",[],"Spa Europa, Calgary", Spas,"
",1 of 5 stars,"
I am only a few short weeks away from my due date and since I had purchased a full prenatal package including a massage, pedicure, manicure and facial I was really looking forward to a relaxing day at the spa, I figured one of the last I would have before baby arrived. Little did I know the nightmare I was...


More 


"
jenaCalgary,Calgary,Calgary,,,"['calgary', ' alberta']",[' canada'],[],"Spa Europa, Calgary", Spas,"
",1 of 5 stars,"
Went for a waxing appt and it looked like they did not clean the room after the person before me, used wax strips everywhere and the wax station looked very unclean, the bed had old towels on it not even covering the whole bed which still had lots of hair on it, I arrived 15 mins prior my appt and...


More 


"
subiegirl,Calgary,Calgary,,,"['calgary', ' alberta', 'whitefish', ' mt']","[' canada', ' usa']",[],"Spa Europa, Calgary", Spas,"
",1 of 5 stars,"
I visited Spa Europa the day before my wedding to have some pampering done with a couple bridesmaids and my mom. We had pedicures, manicures and body scrubs. We all waited in the waiting room for approx. 30 minutes before getting started. The waiting room had no refreshments, snacks or anything else that would resemble a luxury spa. The floors...


More 


"
Lundvike,Calgary,Canada, male , 25-34 ,"['calgary', ' alberta', 'powell river', ' british columbia', 'bodega bay', ' ca', 'edmonton', ' alberta', 'kamloops', ' british columbia', 'drumheller', ' alberta', 'golden', ' british columbia', 'petaluma', ' ca', 'bragg creek', ' alberta', 'chilliwack', ' british columbia', 'lund', ' british columbia', 'richmond', ' british columbia']","[' canada', ' usa']",[],"The Spa Ritual, Calgary", Spas,"

Owner description Welcome to a world of tranquil pleasure and peacefulness in Calgary, Alberta. The Spa Ritual is ""your path to rejuvenation"" through therapies and treatments inspired by ancient practices of health and wellness from Southeast Asia. 
",4 of 5 stars,"
Wife and I booked a day off for a date day. We booked a couples massage at Spa Ritual. We have been the past and we enjoy the facilities nearly as much as the massage. Massages were very good and we enjoyed the saunas and sitting in the warm chairs.
We both noticed the masseuses seemed like they were a...


More 


"
TamGarrett,Calgary,Canada, female , 35-49 ,"['calgary', ' alberta', 'alsask', ' saskatchewan', 'baltimore', ' md', 'banff', ' alberta', 'batoche', ' saskatchewan', 'battleford', ' saskatchewan', 'bequia', 'biggar', ' saskatchewan', 'bonnyville', ' alberta', 'boston', ' ma', 'buffalo narrows', ' saskatchewan', 'burnaby', ' british columbia']","[' canada', ' usa', ' st. vincent and the grenadines']",[],"Spa Europa, Calgary", Spas,"
",1 of 5 stars,"
I am an Esthetician. I was having my Stagette. My Bridesmaids also estheticians decided to surprise me with a day at a spa. We heard Spa Europa commercials on the radio and decided to book for the day.
When we arrived and changed we all met in the sitting room for a quick visit. When I was whisked off for...


More 


"
AcrossTheUniverse23,Alberta,Alberta,,,"['calgary', ' alberta']",[' canada'],[],"Spa Europa, Calgary", Spas,"
",1 of 5 stars,"
I bought a package this summer with some friends of mine that included 5 days worth of mini treatments for $60. I had never been to a spa before, but was told it would be worth checking out. Let me just say it was a COMPLETE WASTE.
My first impression of the place was not good. It basically came off...


More 


"
Tracy154913,Calgary,Canada,,,"['calgary', ' alberta', 'winnipeg', ' manitoba', 'bragg creek', ' alberta', 'puerto morelos', 'san pedro']","[' canada', ' mexico', ' belize']",[],"The Spa Ritual, Calgary", Spas,"

Owner description Welcome to a world of tranquil pleasure and peacefulness in Calgary, Alberta. The Spa Ritual is ""your path to rejuvenation"" through therapies and treatments inspired by ancient practices of health and wellness from Southeast Asia. 
",5 of 5 stars,"
I am a person who ""loves"" spas. I have been to many spas in Calgary and they have not all been what I expect in a spa! This was my first visit to the Spa Ritual, and I can say that this is my new favorite spa. I had a facial and a one hour relaxation massage. Had the massage...


More 


"
bsmiles,Calgary,AB, female , 25-34 ,"['calgary', ' alberta', 'golden', ' british columbia', 'cochrane', ' alberta', 'ko tao', 'colwood', ' british columbia', 'langford', ' british columbia', 'parksville', ' british columbia', 'pincher creek', ' alberta', 'qualicum beach', ' british columbia', 'victoria', ' british columbia', 'banff', ' alberta', 'brooklyn', ' ny']","[' canada', ' thailand', ' usa']",[],"Spa Europa, Calgary", Spas,"
",1 of 5 stars,"
My girl friend and I went to Spa Europa for a nice girls afternoon. The package that we picked out was their signature ""Turkish Hammam Treatment"". DON'T GET IT DONE!!! It was so disappointing! First of all, we booked our appointment for 11 in the morning. When we got there, the doors were all locked up and we stood out...


More 


"
Readyorno,,,,,"['calgary', ' alberta']",[' canada'],[],"The Spa Ritual, Calgary", Spas,"

Owner description Welcome to a world of tranquil pleasure and peacefulness in Calgary, Alberta. The Spa Ritual is ""your path to rejuvenation"" through therapies and treatments inspired by ancient practices of health and wellness from Southeast Asia. 
",2 of 5 stars,"
I booked in to get a manicure and pedicure 2 days before my trip . I got gel polish and it peeled off in 2 days . And my polish on my toes didn't even make it 3 days without chipping . I have gone to 50 dollar places and it lasted till its grown out . I am super...


More 


"
Calgary-Spalover,Calgary,Calgary, female , 25-34 ,"['calgary', ' alberta']",[' canada'],[],"Spa Europa, Calgary", Spas,"
",1 of 5 stars,"
I went two times, just to give it a second chance and ended up disappointed twice! The first time I visited the ""Spa"", was from a gift certificate my sister had bought for me. I couldn't find parking on the busy street, so I arrived a minute or two late. I approached the receptionist/greeter and she showed me into the...


More 


"
WaterValleyTraveller,Calgary,Calgary, female , 50-64 ,"['savannah', ' ga', 'boquete', 'panama city', 'calgary', ' alberta', 'chitre', 'david', 'idaho falls', ' id', 'pedasi', 'rio hato', 'farallon', 'madrid']","[' usa', ' panama', ' canada', ' spain']",[],"The Spa Ritual, Calgary", Spas,"

Owner description Welcome to a world of tranquil pleasure and peacefulness in Calgary, Alberta. The Spa Ritual is ""your path to rejuvenation"" through therapies and treatments inspired by ancient practices of health and wellness from Southeast Asia. 
",3 of 5 stars,"
It was a special birthday for my daughter and we wanted to set up a fun, day long celebration for her. We thought a group pedicure would be a great start to the day and that it would be nice to go to a 'spa' rather than to a nail salon for this. So the spa environment here is nice,...


More 


"
KateR220,Calgary,Canada,,,"['calgary', ' alberta']",[' canada'],[],"The Spa Ritual, Calgary", Spas,"

Owner description Welcome to a world of tranquil pleasure and peacefulness in Calgary, Alberta. The Spa Ritual is ""your path to rejuvenation"" through therapies and treatments inspired by ancient practices of health and wellness from Southeast Asia. 
",1 of 5 stars,"
I had booked a couples massage for my girlfriend and I. I was at the time 21 and she was 22. We walked in, got checked in, changes into our robes and sat in the waiting area. We waited 45 minutes without seeing on person walk past us. Finally after about 45 minutes someone came up to us and asked...


More 


"
HappyGeek75,Cochrane,Canada, female , 35-49 ,"['cochrane', ' alberta', 'calgary', ' alberta', 'las vegas', ' nv', ""coeur d'alene"", ' id', 'spokane', ' wa', 'vancouver', ' wa', 'canmore', ' alberta', 'edmonton', ' alberta', 'newport', ' or', 'seattle', ' wa', 'spokane valley', ' wa', 'airway heights', ' wa']","[' canada', ' usa']",[],"The Spa Ritual, Calgary", Spas,"

Owner description Welcome to a world of tranquil pleasure and peacefulness in Calgary, Alberta. The Spa Ritual is ""your path to rejuvenation"" through therapies and treatments inspired by ancient practices of health and wellness from Southeast Asia. 
",4 of 5 stars,"
I really enjoyed my morning here. I had a wonderful relaxation massage. Jessica was fantastic. Such a great massage. The hot stone loungers were surprisingly comfy and I enjoyed the infrared sauna.
The spa itself is clean, well laid out and welcoming.
The staff was courteous and polite , a little rushed (and they were not busy) and not overly...


More 


"
MToaster,Calgary,Calgary, female , 18-24 ,"['calgary', ' alberta', 'vancouver', ' british columbia', 'las vegas', ' nv', 'cabo san lucas', 'montreal', ' quebec', 'north vancouver', ' british columbia', 'san francisco', ' ca', 'los angeles', ' ca', 'san diego', ' ca']","[' canada', ' usa', ' mexico']",[],"The Spa Ritual, Calgary", Spas,"

Owner description Welcome to a world of tranquil pleasure and peacefulness in Calgary, Alberta. The Spa Ritual is ""your path to rejuvenation"" through therapies and treatments inspired by ancient practices of health and wellness from Southeast Asia. 
",3 of 5 stars,"
Finally had a chance to try out the Spa Ritual, but sadly, I think my expectations were set too high. I think it is considered one of the better spas in Calgary and with the prices being charged, I think maybe I had expected just a little too much. The pricing is similar to some other downtown spas and, as...


More 


"
CooperY2012,,,,,"['calgary', ' alberta']",[' canada'],[],"The Spa Ritual, Calgary", Spas,"

Owner description Welcome to a world of tranquil pleasure and peacefulness in Calgary, Alberta. The Spa Ritual is ""your path to rejuvenation"" through therapies and treatments inspired by ancient practices of health and wellness from Southeast Asia. 
",2 of 5 stars,"
I had my first visit at Spa Ritual yesterday as I have just moved to the NW. The ambiance is breath taking and I felt as if I enetered a high class spa. Needless to say any doubt I may have had going in was washed away by the relaxing attractive decore. Normally I see a professional European esthaticain who...


More 


"
singingmel,Calgary,Canada, female , 35-49 ,"['victoria', ' british columbia', 'calgary', ' alberta', 'seattle', ' wa', 'everett', ' wa', 'parksville', ' british columbia', 'revelstoke', ' british columbia']","[' canada', ' usa']",[],"The Spa Ritual, Calgary", Spas,"

Owner description Welcome to a world of tranquil pleasure and peacefulness in Calgary, Alberta. The Spa Ritual is ""your path to rejuvenation"" through therapies and treatments inspired by ancient practices of health and wellness from Southeast Asia. 
",2 of 5 stars,"
I had my second pedicure at The Spa Ritual this morning, and I must say I am disappointed. The first pedicure I had a couple of months ago was very relaxing, but my polish had a chip after 2 days. My pedi today didn't even last one day. After the polish was applied, my pedicurist said that the top coat...


More 


"
FoodFanatic96,Toronto,Canada, female , 25-34 ,"['toronto', ' ontario', 'ubud', 'calgary', ' alberta', 'vancouver', ' british columbia', 'lake louise', ' alberta', 'simcoe', ' ontario', 'addis ababa', 'albuquerque', ' nm', 'amsterdam', 'anaheim', ' ca', 'bangkok', 'barcelona']","[' canada', ' indonesia', ' ethiopia', ' usa', ' the netherlands', ' thailand', ' spain']",[],"The Spa Ritual, Calgary", Spas,"

Owner description Welcome to a world of tranquil pleasure and peacefulness in Calgary, Alberta. The Spa Ritual is ""your path to rejuvenation"" through therapies and treatments inspired by ancient practices of health and wellness from Southeast Asia. 
",1 of 5 stars,"
Tried this place instead of my regular spa spot. Big mistake! Spend your money elsewhere! terrible customer service and dirty facilities. I will never be back!
"
