name,memberCity,memberCounry,MemberGender,memberAge,CitiesVisited,memberDescription,Activitiy,Type,ownerdesc,rating,review
GStorm123,Baltimore,Maryland,,,"Virginia Beach, VA, USA,Los Angeles, CA, USA,Ocean City, MD, USA,Linthicum Heights, MD, USA,Rehoboth Beach, DE, USA,",[],"Spirit Cruises, Los Angeles",,"1-Hour Harbor Bay CruiseOur most popular cruise! Available year round. See over 50 points of interest including the federal breakwater,super cargo, terminal, tankers, freighters from all ports of the world,sea lions, beautiful private yachts and much more. $14 Adults & $7 Children Ages 5-12 years2-Hour Whale WatchAvailable January thru March only (Reservations Required)",,"
My wife and I went on a dinner cruise which departed from the Baltimore Harbor. It 2 as a very delightful evening it boarded at 1600hrs promptly and sailed to the Key bridge before heading back.. (2 hours) The staff was courteous and the buffet style dinner was tasteful, serving an ala cart rid tips grave mash potatoes and broccoli....


More 


"
SanDiegoMama,San Diego,San Diego, female , 35-49 ,"Big Bear Region,San Diego, CA, USA,Big Bear Lake, CA, USA,Cedar Creek, TX, USA,La Jolla, CA, USA,Laguna Beach, CA, USA,Los Angeles, CA, USA,Palmdale, CA, USA,Costa Mesa, CA, USA,Fish Camp, CA, USA,Indian Wells, CA, USA,Lahaina, HI, USA,",[],"Hollywoodland Tours, Los Angeles"," Tours
",Our knowledgeable and experienced tour guides will guide you to over 70 star homes in our luxurious vans. See the fabulous Sunset Strip where the stars dine and play,5 of 5 stars,"
For $150 you get: Bus had old cans, cups and bottles from previous tour. Didn't bother to clean up. Office is a seedy-looking hole off Hollywood Blvd. Was worried about safety being there with kids. Guide said we would see Tom Cruise's home, the home where Michael Jackson died, etc but we saw none of those. He must have forgotten...


More 


"
HFTSM,California,California, female , 50-64 ,"Las Vegas, NV, USA,Park City, UT, USA,Aspen, CO, USA,Barcelona, Spain,Washington DC, DC, USA,Amsterdam, The Netherlands,Beijing, China,Los Angeles, CA, USA,Niagara Falls, NY, USA,San Jose, CA, USA,Carmel, CA, USA,London, UK,",[],"Hollywoodland Tours, Los Angeles"," Tours
",Our knowledgeable and experienced tour guides will guide you to over 70 star homes in our luxurious vans. See the fabulous Sunset Strip where the stars dine and play,5 of 5 stars,"
We live in California but thought it would be fun to be a tourist in our own town so went on the Hollywood tour. We really had fun. Our driver, David, was a great tour guide and driver, seemed to really love his job. He knew lots of information and took us by several celebrity homes. Check in was easy...


More 


"
xdavec,Puyallup,Washington,Male ,,"Washington DC, DC, USA,New York City, NY, USA,Rome, Italy,San Francisco, CA, USA,San Diego, CA, USA,Seattle, WA, USA,Sydney, Australia,Los Angeles, CA, USA,Puyallup, WA, USA,Venice, Italy,Anaheim, CA, USA,Bangkok, Thailand,","[u'Been around the world. I am Italian so I consider myself a critic of Italian restaurants. If it is good...you will know. If it is a wantabe Italian restaurant, I will call it out. :) ']","Hollywoodland Tours, Los Angeles"," Tours
",Our knowledgeable and experienced tour guides will guide you to over 70 star homes in our luxurious vans. See the fabulous Sunset Strip where the stars dine and play,5 of 5 stars,"
Wow, in all my world travels, this was the first time I have ever been in a vehicle giving the tour as fast as the van would go. It was very windy (no windows) and the driver/tour guide drove so fast, people were grabbing on anything as we flew around corners and down streets. We even got yelled at to...


More 


"
Mperez4,Sacramento,California, female , 25-34 ,"Bora Bora, French Polynesia,Punta Cana, Dominican Republic,Sacramento, CA, USA,Chicago, IL, USA,Anaheim, CA, USA,Las Vegas, NV, USA,Los Angeles, CA, USA,New York City, NY, USA,Santa Cruz, CA, USA,Carmichael, CA, USA,Stanhope, NJ, USA,West Hollywood, CA, USA,",[],"Hollywood Dream Tours, Los Angeles"," Tours
","Come and Enjoy a 2 hour tour full of excitement and lots of fun with Hollywood Dream Tours. Take your photo in front of the Hollywood Sign, the Movie Stars' Homes Tour in Los Angeles, provides an exclusive comprehensive narrated tour of breath-taking stars' homes in Hollywood, and Beverly Hills, as well as introducing you to Hollywood's iconic Sign and mile-long Walk of Fame, West Hollywood's glittering Sunset Strip and Beverly Hills's glamorous Rodeo Drive! Highlights include: Over 40 Stars' Homes, The Walk of Fame, Sunset Strip, The Hollywood Sign, Rodeo Drive, Grauman's Chinese Theatre. Celebrity Homes you may see include: Jennifer Aniston, Jennifer Lopez, Orlando Bloom, Tom Cruise, Christina Aguilera, Nicolas Cage, Dr. Phil, Bob Barker, David and Victoria Beckham, Michael Jackson, Jackie Chan, Ozzy Osborne, Richard Gere, Steve Martin, Madonna, Frank Sinatra, Lucille Ball, Elvis Presley, and much more.",5 of 5 stars,"
I took my family to LA over presidents day weekend with the intention of spending it in Disneyland.. Well, silly me checked the wrong schedule and our passes were blocked out! So, on a whim I went and got us an Amazon Local deal for this tour.. We got stuck in traffic (of course, its LA) and were super late...


More 


"
Anne-Marie0808,NSW,NSW,,,"Palm Springs, CA, USA,Surfers Paradise, Australia,Las Vegas, NV, USA,Yosemite National Park, CA, USA,Dubai, United Arab Emirates,Lone Pine, CA, USA,Long Beach, CA, USA,Los Angeles, CA, USA,Palm Desert, CA, USA,Rome, Italy,Anaheim, CA, USA,Brisbane, Australia,",[],"Hollywood Dream Tours, Los Angeles"," Tours
","Come and Enjoy a 2 hour tour full of excitement and lots of fun with Hollywood Dream Tours. Take your photo in front of the Hollywood Sign, the Movie Stars' Homes Tour in Los Angeles, provides an exclusive comprehensive narrated tour of breath-taking stars' homes in Hollywood, and Beverly Hills, as well as introducing you to Hollywood's iconic Sign and mile-long Walk of Fame, West Hollywood's glittering Sunset Strip and Beverly Hills's glamorous Rodeo Drive! Highlights include: Over 40 Stars' Homes, The Walk of Fame, Sunset Strip, The Hollywood Sign, Rodeo Drive, Grauman's Chinese Theatre. Celebrity Homes you may see include: Jennifer Aniston, Jennifer Lopez, Orlando Bloom, Tom Cruise, Christina Aguilera, Nicolas Cage, Dr. Phil, Bob Barker, David and Victoria Beckham, Michael Jackson, Jackie Chan, Ozzy Osborne, Richard Gere, Steve Martin, Madonna, Frank Sinatra, Lucille Ball, Elvis Presley, and much more.",5 of 5 stars,"
We had Lee as our tour guide & driver!
Had a great few hours seeing where the famous people live and hang out!
Lee knew his stuff, was very informative and had a nice voice to listen to!
Got a deal through living social which made it excellent value for money!
"
NavarroEst2008,Lubbock,Lubbock,,,"Albuquerque, NM, USA,Grapevine, TX, USA,Dallas, TX, USA,Oklahoma City, OK, USA,San Antonio, TX, USA,Santa Monica, CA, USA,Anaheim, CA, USA,Grand Prairie, TX, USA,Las Cruces, NM, USA,Los Angeles, CA, USA,Lubbock, TX, USA,Marana, AZ, USA,",[],"Hollywoodland Tours, Los Angeles"," Tours
",Our knowledgeable and experienced tour guides will guide you to over 70 star homes in our luxurious vans. See the fabulous Sunset Strip where the stars dine and play,5 of 5 stars,"
This tour was amazingly priced compared to other tours. We had 14 in our tour ages 3-43 and everyone loved it! Even the ""cool"" teenagers! Our tour guide was very informative and kept the, what could be awkward moments where you drive with just beautiful scenery, interesting and he was halarious! Never a dull moment! We actually got to talk...


More 


"
Kam531,West Palm Beach,Florida,,,"Los Angeles, CA, USA,Paris, France,West Hollywood, CA, USA,",[],"Hollywoodland Tours, Los Angeles"," Tours
",Our knowledgeable and experienced tour guides will guide you to over 70 star homes in our luxurious vans. See the fabulous Sunset Strip where the stars dine and play,,"
I found this tour company on Groupon and contacted the company directly to get more information. I attempted to reach them by telephone and got an answering machine. I left a message, but my call was not returned. After I received no response via telephone, I emailed them with questions regarding the Groupon offer, specifically if they provided hotel pick...


More 


"
4dgirl,North Carolina,North Carolina, female , 35-49 ,"Marathon, FL, USA,Garner, NC, USA,Goldsboro, NC, USA,Kenly, NC, USA,Los Angeles, CA, USA,Malibu, CA, USA,Matthews, NC, USA,Niagara Falls, Ontario, Canada,Raleigh, NC, USA,Wilson, NC, USA,Asheville, NC, USA,Baltimore, MD, USA,",[],"Hollywood Dream Tours, Los Angeles"," Tours
","Come and Enjoy a 2 hour tour full of excitement and lots of fun with Hollywood Dream Tours. Take your photo in front of the Hollywood Sign, the Movie Stars' Homes Tour in Los Angeles, provides an exclusive comprehensive narrated tour of breath-taking stars' homes in Hollywood, and Beverly Hills, as well as introducing you to Hollywood's iconic Sign and mile-long Walk of Fame, West Hollywood's glittering Sunset Strip and Beverly Hills's glamorous Rodeo Drive! Highlights include: Over 40 Stars' Homes, The Walk of Fame, Sunset Strip, The Hollywood Sign, Rodeo Drive, Grauman's Chinese Theatre. Celebrity Homes you may see include: Jennifer Aniston, Jennifer Lopez, Orlando Bloom, Tom Cruise, Christina Aguilera, Nicolas Cage, Dr. Phil, Bob Barker, David and Victoria Beckham, Michael Jackson, Jackie Chan, Ozzy Osborne, Richard Gere, Steve Martin, Madonna, Frank Sinatra, Lucille Ball, Elvis Presley, and much more.",5 of 5 stars,"
Arrived in Hollywood with no real plan other than to see the Hollywood sign, the ""walk of stars"" and maybe the foot and handprints at the Chinese Theater, so when approached by a fella from one of the many tour bus booths that offered us a quick discount rate ($20 per person), we thought ""sure, why not?!"" see the highlights...


More 


"
FrequentTraveller034,Los Angeles,Los Angeles,Male ,,"Los Angeles, CA, USA,Santa Fe, NM, USA,Marina del Rey, CA, USA,Big Bear Region,Florence, Italy,Santa Monica, CA, USA,West Hollywood, CA, USA,Culver City, CA, USA,Paris, France,Medford, OR, USA,Palm Springs, CA, USA,Bangkok, Thailand,",[],"Hollywood Dream Tours, Los Angeles"," Tours
","Come and Enjoy a 2 hour tour full of excitement and lots of fun with Hollywood Dream Tours. Take your photo in front of the Hollywood Sign, the Movie Stars' Homes Tour in Los Angeles, provides an exclusive comprehensive narrated tour of breath-taking stars' homes in Hollywood, and Beverly Hills, as well as introducing you to Hollywood's iconic Sign and mile-long Walk of Fame, West Hollywood's glittering Sunset Strip and Beverly Hills's glamorous Rodeo Drive! Highlights include: Over 40 Stars' Homes, The Walk of Fame, Sunset Strip, The Hollywood Sign, Rodeo Drive, Grauman's Chinese Theatre. Celebrity Homes you may see include: Jennifer Aniston, Jennifer Lopez, Orlando Bloom, Tom Cruise, Christina Aguilera, Nicolas Cage, Dr. Phil, Bob Barker, David and Victoria Beckham, Michael Jackson, Jackie Chan, Ozzy Osborne, Richard Gere, Steve Martin, Madonna, Frank Sinatra, Lucille Ball, Elvis Presley, and much more.",5 of 5 stars,"
There are a lot of these outfits in Hollywood. Hopefully others are better. After confirming twice that our tour began at 4PM (via their web site and verbally on the phone), we drove like fools to get to the starting point on time during the afternoon rush traffic. When we arrived at 3:58 completely out of breath, they advised without...


More 


"
nieznani,Mississauga,Canada, Female ,,"Los Angeles, CA, USA,",[],"Hollywood Dream Tours, Los Angeles"," Tours
","Come and Enjoy a 2 hour tour full of excitement and lots of fun with Hollywood Dream Tours. Take your photo in front of the Hollywood Sign, the Movie Stars' Homes Tour in Los Angeles, provides an exclusive comprehensive narrated tour of breath-taking stars' homes in Hollywood, and Beverly Hills, as well as introducing you to Hollywood's iconic Sign and mile-long Walk of Fame, West Hollywood's glittering Sunset Strip and Beverly Hills's glamorous Rodeo Drive! Highlights include: Over 40 Stars' Homes, The Walk of Fame, Sunset Strip, The Hollywood Sign, Rodeo Drive, Grauman's Chinese Theatre. Celebrity Homes you may see include: Jennifer Aniston, Jennifer Lopez, Orlando Bloom, Tom Cruise, Christina Aguilera, Nicolas Cage, Dr. Phil, Bob Barker, David and Victoria Beckham, Michael Jackson, Jackie Chan, Ozzy Osborne, Richard Gere, Steve Martin, Madonna, Frank Sinatra, Lucille Ball, Elvis Presley, and much more.",5 of 5 stars,"
We were on our way from Las Vegas to San Diego when we decided to visit LA for a few hours. After parking in a random spot close to Hollywood Blvd, we started to look for something to eat. At this point we were approached by a guy trying to persuade us to take a bus tour with his company....


More 


"
Devolutionboy,Newcastle upon Tyne,Newcastle upon Tyne, male , 35-49 ,"Los Angeles, CA, USA,San Francisco, CA, USA,Bath, UK,Bruges, Belgium,Huddersfield, UK,Monterey, CA, USA,Barstow, CA, USA,Grand Canyon National Park, AZ, USA,Las Vegas, NV, USA,Madrid, Spain,Malvern, UK,Oakland, CA, USA,",[],"Hollywood Dream Tours, Los Angeles"," Tours
","Come and Enjoy a 2 hour tour full of excitement and lots of fun with Hollywood Dream Tours. Take your photo in front of the Hollywood Sign, the Movie Stars' Homes Tour in Los Angeles, provides an exclusive comprehensive narrated tour of breath-taking stars' homes in Hollywood, and Beverly Hills, as well as introducing you to Hollywood's iconic Sign and mile-long Walk of Fame, West Hollywood's glittering Sunset Strip and Beverly Hills's glamorous Rodeo Drive! Highlights include: Over 40 Stars' Homes, The Walk of Fame, Sunset Strip, The Hollywood Sign, Rodeo Drive, Grauman's Chinese Theatre. Celebrity Homes you may see include: Jennifer Aniston, Jennifer Lopez, Orlando Bloom, Tom Cruise, Christina Aguilera, Nicolas Cage, Dr. Phil, Bob Barker, David and Victoria Beckham, Michael Jackson, Jackie Chan, Ozzy Osborne, Richard Gere, Steve Martin, Madonna, Frank Sinatra, Lucille Ball, Elvis Presley, and much more.",,"
We booked with another company but somehow ended up going with Hollywood Dream. The tour was adequate but no more. We were dumped at a place where there is a distant view of the Hollywood sign for 10 minutes with no guide to the LA skyline.
The guide had very little insight - I had to tell others on the...


More 


"
nishantnath,Bhubaneswar,India, male , 18-24 ,"Sonamarg, India,Bhubaneswar, India,Leh, India,Gangtok, India,Los Angeles, CA, USA,",[],"Hollywood Dream Tours, Los Angeles"," Tours
","Come and Enjoy a 2 hour tour full of excitement and lots of fun with Hollywood Dream Tours. Take your photo in front of the Hollywood Sign, the Movie Stars' Homes Tour in Los Angeles, provides an exclusive comprehensive narrated tour of breath-taking stars' homes in Hollywood, and Beverly Hills, as well as introducing you to Hollywood's iconic Sign and mile-long Walk of Fame, West Hollywood's glittering Sunset Strip and Beverly Hills's glamorous Rodeo Drive! Highlights include: Over 40 Stars' Homes, The Walk of Fame, Sunset Strip, The Hollywood Sign, Rodeo Drive, Grauman's Chinese Theatre. Celebrity Homes you may see include: Jennifer Aniston, Jennifer Lopez, Orlando Bloom, Tom Cruise, Christina Aguilera, Nicolas Cage, Dr. Phil, Bob Barker, David and Victoria Beckham, Michael Jackson, Jackie Chan, Ozzy Osborne, Richard Gere, Steve Martin, Madonna, Frank Sinatra, Lucille Ball, Elvis Presley, and much more.",,"
Fun drive with tons of info and a very friendly driver. Its just what we were looking for ... Made our drip.
"
katie_cantoria,Glendora,California, female , 25-34 ,"Los Angeles, CA, USA,",[],"Blue Medi Spa, Los Angeles"," Baby buggy parking, Lockers / storage, Bathroom facilities, Wheelchair access ","Welcome to Blue Medi Spa, a new concept in wellness combining beauty, science and service. Named ""Top 20 Spas in the Nation"" and InStyle's ""Top Pick for defuzzing like the stars,"" Blue mixes the innovation of medical beauty with the luxury of a spa, giving modern glamour girls and guys, a unique spa experience that delivers results.",5 of 5 stars,"
I have been a patient at Blue for years, and as others have mentioned, their approach and environment are wonderful. Their office is very efficient with appointments, prompt without being rushed. Love every staff member I have had an encounter with.
"
JBLMTD,Los Angeles,California,,,"Los Angeles, CA, USA,",[],"Calwineries, Los Angeles",,"Calwineries is a place for you to find your perfect California wine tour. We do all of the research so you dont have to. All of our tours are created and vetted by our certified sommelier, who has lived and worked in the Napa Valley for over 30 years.",5 of 5 stars,"
They contacted me right away and offered exactly what I was looking for. Great customer service and amazing wine tour. I definitely recommend using Calwineries when going on a wine tour.
"
jfac,SD,CA,,,"Los Angeles, CA, USA,",[],"Blue Medi Spa, Los Angeles"," Baby buggy parking, Lockers / storage, Bathroom facilities, Wheelchair access ","Welcome to Blue Medi Spa, a new concept in wellness combining beauty, science and service. Named ""Top 20 Spas in the Nation"" and InStyle's ""Top Pick for defuzzing like the stars,"" Blue mixes the innovation of medical beauty with the luxury of a spa, giving modern glamour girls and guys, a unique spa experience that delivers results.",5 of 5 stars,"
I received a chemical peel that was painful, but yielded absolutely NO RESULTS. When I called BLUE MEDI SPA to express my discontent, the management became extremely condescending. The ""manager/partial owner"" minimized my experience and told me that I actually needed to purchase an entire series of treatments to see any noticeable results.
I wouldn't go back even if the...


More 


"
SuzanS59,Los Angeles,California, female , 35-49 ,"Los Angeles, CA, USA,Beverly Hills, CA, USA,Irvine, CA, USA,Santa Monica, CA, USA,",[],"Blue Medi Spa, Los Angeles"," Baby buggy parking, Lockers / storage, Bathroom facilities, Wheelchair access ","Welcome to Blue Medi Spa, a new concept in wellness combining beauty, science and service. Named ""Top 20 Spas in the Nation"" and InStyle's ""Top Pick for defuzzing like the stars,"" Blue mixes the innovation of medical beauty with the luxury of a spa, giving modern glamour girls and guys, a unique spa experience that delivers results.",5 of 5 stars,"
If you want to go to a Medical spa and get actual results, you must go here.
I started out going to Blue Spa for facials. Their facials alone deliver results. Then I moved on to laser hair removal on the Bikini, which mind you, is the BEST THING I HAVE EVER DONE.
My most recent indulgence was Botox and...


More 


"
JenniferOHJenny,studio city,ca, female , 25-34 ,"Los Angeles, CA, USA,",[],"Blue Medi Spa, Los Angeles"," Baby buggy parking, Lockers / storage, Bathroom facilities, Wheelchair access ","Welcome to Blue Medi Spa, a new concept in wellness combining beauty, science and service. Named ""Top 20 Spas in the Nation"" and InStyle's ""Top Pick for defuzzing like the stars,"" Blue mixes the innovation of medical beauty with the luxury of a spa, giving modern glamour girls and guys, a unique spa experience that delivers results.",5 of 5 stars,"
Somehow this Californian waited until today to get her first facial ever. They were so knowledgeable and made me feel at ease during the entire procedure. I asked a lot of questions about my troubled skin, and they were honest and didn't try to upsell me on products I don't need.
They also suggested I speak to my Dermatologist about...


More 


"
DiaDill,,,,,"Los Angeles, CA, USA,",[],"Blue Medi Spa, Los Angeles"," Baby buggy parking, Lockers / storage, Bathroom facilities, Wheelchair access ","Welcome to Blue Medi Spa, a new concept in wellness combining beauty, science and service. Named ""Top 20 Spas in the Nation"" and InStyle's ""Top Pick for defuzzing like the stars,"" Blue mixes the innovation of medical beauty with the luxury of a spa, giving modern glamour girls and guys, a unique spa experience that delivers results.",5 of 5 stars,"
I have been a patient here for a good 4 years and can honestly say that all my visits here have been nothing short of perfect.
I am always greeted with a smile and on a first name basis.
The Nurses are all very knowledgeable, experienced and so sweet.
The facility is beautiful, clean and covenient to my home and...


More 


"
DateAway1969,The Valley,The Valley, , 35-49 ,"Dubai, United Arab Emirates,Beverly Hills, CA, USA,Los Angeles, CA, USA,",[],"Blue Medi Spa, Los Angeles"," Baby buggy parking, Lockers / storage, Bathroom facilities, Wheelchair access ","Welcome to Blue Medi Spa, a new concept in wellness combining beauty, science and service. Named ""Top 20 Spas in the Nation"" and InStyle's ""Top Pick for defuzzing like the stars,"" Blue mixes the innovation of medical beauty with the luxury of a spa, giving modern glamour girls and guys, a unique spa experience that delivers results.",5 of 5 stars,"
I've been a spa go-er all around the world.
This place is in a class of its own.
I had a wonderful facial with Oxygen, then was treated by the nicest Dr. for a little Botox and some Juvederm for my lips.
They explained everything so well, they walked me through the whole process, and made everything do pain free...


More 


"
TwinkyWonder,Madrid,Spain, female , 25-34 ,"Madrid, Spain,Alcala De Henares, Spain,London, UK,Prague, Czech Republic,Stavanger, Norway,Albarracin, Spain,Bergen, Norway,Boca del Rio, Mexico,Beckenried, Switzerland,Edinburgh, UK,Leon, Spain,Los Angeles, CA, USA,",[],"Rancho La Brea, Los Angeles",,,,"
We were going to Santa Monica Beach and we decided to stop at La Brea Park.
It is a natural ""brea lake"" were a lot of fossils where discovered. You actually can see the metane gas coming out... we had the ""luck"" to see how a dove sank, so it was interesting.
The museum costs 11 dollars, we didnt visit...


More 


"
ltgchatham,Las Vegas,Nevada,,,"Los Angeles, CA, USA,",[],"Vizit Los Angeles Tours, Los Angeles",,,5 of 5 stars,"
While on vacation in Los Angeles I took my 7 and 9 year old daughters on this tour, along with my 85 year old grandparents, everyone loved it!
The girls got to see the show ""iCarly"" taping from the tour bus and could even see the star of the show, Miranda Cosgrove (thanks to the keen eye of our tour...


More 


"
JohnOBrien_10,Oxford,United Kingdom, male , 50-64 ,"Los Angeles, CA, USA,San Diego, CA, USA,",[],"Vizit Los Angeles Tours, Los Angeles",,,5 of 5 stars,"
We would recommend this tour to anyone visiting Los Angeles. We spent 2 weeks in California and Las Vegas this summer and took double-decker bus tours in San Francisco, Los Angeles and Las Vegas.
We bought tickets from bus driver, near the centre of Hollywood. We weren't really sure of which sights we should be looking at in the area,...


More 


"
leskinner79,Los Angeles,California, female , 25-34 ,"Los Angeles, CA, USA,",[],"Haunted Hollywood Tours, Los Angeles"," Tours
",,5 of 5 stars,"
I'll try to keep this short:
-Most of the sites the list on their website were not visited.
-The website claims there's validated parking, but they failed to mention that THEY do not validate it. You have to spend money at a store in the mall to avoid paying the $7 parking fee.
-Most of the ""sites"" are stars homes,...


More 


"
SuperYums,Louisiana,Louisiana, female , 25-34 ,"Los Angeles, CA, USA,Amarillo, TX, USA,Atlanta, GA, USA,Baton Rouge, LA, USA,Beaumont, TX, USA,Biloxi, MS, USA,Boothville, LA, USA,Branson, MO, USA,Cancun, Mexico,Chichen Itza, Mexico,Ciudad Juarez, Mexico,Dallas, TX, USA,",[],"Haunted Hollywood Tours, Los Angeles"," Tours
",,5 of 5 stars,"
As already stated, this is not a haunted tour at all. It is a tour of celebrity homes and the restaurants where they can be seen.
The tour driver had no idea about any of the sites we visited. The worst was the area where the Tate murders occurred. Not only did he get the details of what happened completely...


More 


"
colibri85,Los Angeles,California,,,"Los Angeles, CA, USA,Barcelona, Spain,",[],"7 Days in L.A., Los Angeles",,"7 Days in L.A. is home to the city's most interesting guided tours. We're not a tour operator, but a consortium of the region's best independent tour operators. Whether you're interested in architecture or true crime, film locations or graveyards, gay history or iconic L.A. literature, you'll find the perfect excursion on our community calendar, and all the information you need to book a tour.",5 of 5 stars,"
I hired Anne to give my teenage niece a ""Hollywood"" experience--and what a blast we had! From standards like seeing the Hollywood sign (up very close) to a super special lunch--my niece actually got to meet and flirt with Jimmy Fallon--Anne was the best guide. She's filled with great information, humor, and she's a careful driver. We spontaneously stopped at...


More 


"
chat2elizabeth,,,,,"Los Angeles, CA, USA,",[],"Haunted Hollywood Tours, Los Angeles"," Tours
",,5 of 5 stars,"
I loved the tour...I have been back several times. Brian is the best guide....funny and VERY knowledgeable.....I would definitely recommend it to my friends :)))
"
FlagAzGirl,Encino,Encino, female , 35-49 ,"Los Angeles, CA, USA,Austin, TX, USA,Avalon, CA, USA,Boulder, CO, USA,Breckenridge, CO, USA,Burbank, CA, USA,Cabo San Lucas, Mexico,Cambria, CA, USA,Carlsbad, CA, USA,Dana Point, CA, USA,Durango, CO, USA,Flagstaff, AZ, USA,",[],"Blue Medi Spa, Los Angeles"," Baby buggy parking, Lockers / storage, Bathroom facilities, Wheelchair access ","Welcome to Blue Medi Spa, a new concept in wellness combining beauty, science and service. Named ""Top 20 Spas in the Nation"" and InStyle's ""Top Pick for defuzzing like the stars,"" Blue mixes the innovation of medical beauty with the luxury of a spa, giving modern glamour girls and guys, a unique spa experience that delivers results.",5 of 5 stars,"
I have to say that I am a big fan of getting massages, and who isn't, right? However, I am also extremely picky as I have had my fair share of them. I have been to some of the best (and worst) in the country. I felt compelled to write this review as I had probably one of the BEST...


More 


"
coucouss,Paris,France, female , 25-34 ,"Toronto, Ontario, Canada,New York City, NY, USA,Vancouver, British Columbia, Canada,Los Angeles, CA, USA,San Francisco, CA, USA,Ottawa, Ontario, Canada,Las Vegas, NV, USA,Victoria, British Columbia, Canada,Washington DC, DC, USA,Boston, MA, USA,Calvi, France,Calgary, Alberta, Canada,",[],"Los Angeles Times Headquarters, Los Angeles",,,,
felipey,Los Angeles,Los Angeles,,,"Los Angeles, CA, USA,Alhambra, CA, USA,Anaheim, CA, USA,Aracaju, Brazil,Artesia, CA, USA,Beijing, China,Beverly Hills, CA, USA,Brea, CA, USA,Buena Park, CA, USA,Buenos Aires, Argentina,Cerritos, CA, USA,City of Industry, CA, USA,",[],"Sunset Foot Spa, Los Angeles",,,5 of 5 stars,"
Having tried several foot massage places in the San Gabriel valley, I decided to find one closer to my work location in Downtown LA. I was referred to this place by a friend and have been back there several times since. Although it is not quite as cheap as the other places, it is MUCH better and the foot massages...


More 


"
octobergirl1,perth,perth,,,"Perth, Australia,Bali, Indonesia,Fremantle, Australia,Sanur, Indonesia,Cape Panwa, Thailand,Dubai, United Arab Emirates,Seminyak, Indonesia,Albany, Australia,Birmingham, UK,Chau Doc, Vietnam,Hillarys, Australia,Kuala Lumpur, Malaysia,",[],"Empire Vacations Day Tours, Los Angeles",,,,"
Did three day tour up Californian coast to San Francisco via beaches, Solvang etc and Yosemite National Park.
Trip was well planned and executed by Eli, our tour guide, who always had everything under control and handled late-returning passengers in an appropriate fashion. Everybody gets sick of people who think it's fine to hold everybody else to ransom in a...


More 


"
kheadman,Washington DC,District of Columbia,,,"Los Angeles, CA, USA,",[],"Off 'N Running Tours, Los Angeles"," Group tours/city tour, Running
",,5 of 5 stars,"
I was in town for the NHL Draft. A group of girls from the different teams and I decided we wanted to do something different that would give us an opportunity to see Beverly Hills since we'd be inside the rest of the week. From the start, Cheryl was Off 'N Running was simply amazing and incredibly patient. We were...


More 


"
imisspinky,Arizona,USA, female , 35-49 ,"Scottsdale, AZ, USA,Amsterdam, The Netherlands,San Francisco, CA, USA,Flagstaff, AZ, USA,Greve in Chianti, Italy,Ojo Caliente, NM, USA,Phoenix, AZ, USA,Los Angeles, CA, USA,New York City, NY, USA,Paradise Valley, AZ, USA,Albuquerque, NM, USA,Cottonwood, AZ, USA,",[],"L.A. Harbor Sportfishing, Los Angeles",,,5 of 5 stars,"
On October 2, 2008 my brother, my father, and I had a great experience on the Matt Walsh boat - part of the fleet at LA Harbor Sportfishing. They were very accommodating (our first time fishing) and we caught some fish and had a wonderful adventure. The entire staff was very helpful, and the boat was clean and organized (we...


More 


"
mildflower,Los Angeles,California,,,"Los Angeles, CA, USA,Cambridge, MA, USA,Rockport, MA, USA,Costa Mesa, CA, USA,Solana Beach, CA, USA,Bar Harbor, ME, USA,Cambria, CA, USA,Corona del Mar, CA, USA,Kennebunk, ME, USA,Newport Beach, CA, USA,Palm Springs, CA, USA,Boston, MA, USA,",[],"Los Angeles Center of Photography, Los Angeles",,,,"
This is a great place for any level
photographer, young or old. There are long and short term lessons, a week long workshop would be a great travel option. Check the calendar for free gallery openings. So much fun. Lectures by famous photographers.
"
wenders1022,Rancho Cucamonga,California,,,"Orlando, FL, USA,Paris, France,Peach Springs, AZ, USA,Carlsbad, CA, USA,New York City, NY, USA,Buena Park, CA, USA,Las Vegas, NV, USA,Rome, Italy,Ontario, CA, USA,Riverside, CA, USA,Claremont, CA, USA,Corona, CA, USA,",[],"Watson Adventures Scavenger Hunts - Los Angeles, Los Angeles",,"See your world with new eyes on a scavenger hunt. Teams of up to six people will tackle tricky, humorous questions about the objects and places discovered. Available in museums and neighborhoods throughout L.A., including the Getty, the Natural History Museum, Hollywood, Downtown L.A., Santa Monica and more. Themes include murder mysteries, Harry Potter, ghosts and more. Public, private and corporate events available.",5 of 5 stars,"
My 8 year old and I attended the Wizard School Scavenger Hunt at the Getty Museum. What a fun afternoon! Twenty questions are provided and we use our Harry Potter knowledge to answer questions about the artwork. If your Harry Potter knowledge is a little lacking, a cheat sheet is offered to remind you of some of the key points...


More 


"
FocusOnTheJourney,Cerritos,California,,,"Cerritos, CA, USA,Los Angeles, CA, USA,San Dimas, CA, USA,Anaheim, CA, USA,Charleston, SC, USA,Kuala Lumpur, Malaysia,Las Vegas, NV, USA,Miami, FL, USA,Montreal, Quebec, Canada,Myrtle Beach, SC, USA,New York City, NY, USA,Newport, RI, USA,",[],"Magician Dive Boat - Day Tours, Los Angeles",,,5 of 5 stars,"
If you want to dive, the Magician will provide all that you need for a great day of diving! The crew is very knowledgeable, helpful, and friendly. There are bunks to nap on when traveling to and from the dive sites. Food and drinks are provided. There are two heads and a hot shower on board. The air fills are...


More 


"
