name,memberCity,memberCounry,MemberGender,memberAge,CitiesVisited,Countriesvisited,memberDescription,Activitiy,Type,ownerdesc,rating,review
LATransplant70769,Prairieville,Louisiana,,,"['dallas', ' tx', 'jacksonville', ' fl']",[' usa'],[],"Dallas Segway Tours, Dallas","00am, 1","

Owner description Glide in style with the original and most respected Segway touring company in North Texas. Our ALL INCLUSIVE packages provide everything you need to experience Big D like never before. Tours run 7 days a week at 10:00am, 1:30pm, and 3:30pm. ""Come Glide With Us!"" 
",5 of 5 stars,"
I saw a segway tour being conducted in another city and knew I wanted this experience. Cyndi was a great teacher and excellent tour guide. She made us feel comfortable and made the experience one to remember!!!
"
twodallasdiners,Dallas,Texas,,,"['dallas', ' tx', 'positano', 'providenciales']","[' usa', ' italy', ' turks and caicos']",[],"Dallas Segway Tours, Dallas","00am, 1","

Owner description Glide in style with the original and most respected Segway touring company in North Texas. Our ALL INCLUSIVE packages provide everything you need to experience Big D like never before. Tours run 7 days a week at 10:00am, 1:30pm, and 3:30pm. ""Come Glide With Us!"" 
",5 of 5 stars,"
This is a ""Don't Miss It."" Cyndi makes the ride fun and safe and knows so much about Dallas history. We quickly learned how to ride the Segways and had so much fun while learning a lot, too.
"
lilliejl,Saint Joseph,Missouri, female , 50-64 ,"['saint joseph', ' mo', 'kansas city', ' mo', 'dallas', ' tx', 'weston', ' mo', 'addison', ' tx', 'conception', ' mo', 'frisco', ' tx', 'independence', ' mo', 'madison', ' wi', 'mound city', ' mo', 'omaha', ' ne', 'overland park', ' ks']",[' usa'],[],"King Spa & Sauna, Dallas", Spas,"
",5 of 5 stars,"
Whatever you do, get the Aroma Gold Massage! Enough said. I've been to Dallas King Spa over a half dozen times since my first discovery of it. I needed a place to work on relaxation as I work with mentally ill antisocials, borderlines & criminals. Very stressful much of the time. King Spa is my top reason why I love...


More 


"
doublereeder2,Dallas,TX, female , 50-64 ,"['cancun', 'playa del carmen', 'cozumel', 'dallas', ' tx', 'richardson', ' tx', 'akumal', 'puerto juarez', 'plano', ' tx', 'puerto morelos', 'tulum', 'puerto aventuras', 'wichita falls', ' tx']","[' mexico', ' usa']","['I am a musician, married 27 years, love beach vacations with my hubby. When we find a place we love, we tend to go back. ']","King Spa & Sauna, Dallas", Spas,"
",4 of 5 stars,"
Since the posters before have commented on the facility and the separate wet areas for men and women, I will just say that the women's side is very clean. The baths are wonderfully relaxing and I love the hot rooms, especially the Base Rock Room. I have gone to King Spa 6 times and can't wait to go back.
"
Travelingyogi82,Arlington,Texas, female , 35-49 ,"['arlington', ' tx', 'dallas', ' tx', 'mansfield', ' tx', 'johannesburg', 'atlanta', ' ga', 'chicago', ' il', 'las vegas', ' nv', 'orlando', ' fl', 'corona', ' ca', 'irving', ' tx', 'san francisco', ' ca', 'westminster', ' co']","[' usa', ' south africa']",[],"King Spa & Sauna, Dallas", Spas,"
",5 of 5 stars,"
Once you get over the shock of being nude in front of strangers, you'll love it. It's great to step outside of your box to experience something new. Never been to Korea and I'm glad they brought this piece of it to us. It's was my third visit and the first time to do a scrub. I got the $85...


More 


"
serialcrafter,Texas,Texas,,,"['brisbane', 'cairns', 'bluff dale', ' tx', 'dallas', ' tx', 'albuquerque', ' nm', 'austin', ' tx', 'bali', 'barcelona', 'boston', ' ma', 'cabo san lucas', 'cancun', 'chicago', ' il']","[' australia', ' usa', ' indonesia', ' spain', ' mexico']",[],"King Spa & Sauna, Dallas", Spas,"
",4 of 5 stars,"
Lots of tubs, must shower first. Women's side offers green tea treatment that is totally rejuvinating and unlike any massage you've ever had. If you are uncomfortable being naked in front of other women, this is not the place for you. If you're up for it though, you'll feel wonderful for days afterwards. There were some very loud people in...


More 


"
lovetravel0828,Dallas,Texas, female , 35-49 ,"['dallas', ' tx', 'arlington', ' tx', 'fort collins', ' co', 'mexico city', 'siem reap', 'bentonville', ' ar', 'chiang rai', 'dubai', 'mae fa luang', 'niagara-on-the-lake', ' ontario', 'plano', ' tx', 'playa del carmen']","[' usa', ' mexico', ' cambodia', ' thailand', ' united arab emirates', ' canada']",[],"King Spa & Sauna, Dallas", Spas,"
",5 of 5 stars,"
I had four coupons to use by the end of January, so my husband, son, daughter and I decided we should try this place out. Fortunately we were able to go on a Friday afternoon, heard that its pretty crowded on weekends. Definitely felt like I was in Asia the minute we walked through the door. Went directly to the...


More 


"
RayLee1950,Prairieville,Louisiana,,,"['dallas', ' tx']",[' usa'],[],"Dallas Segway Tours, Dallas","00am, 1","

Owner description Glide in style with the original and most respected Segway touring company in North Texas. Our ALL INCLUSIVE packages provide everything you need to experience Big D like never before. Tours run 7 days a week at 10:00am, 1:30pm, and 3:30pm. ""Come Glide With Us!"" 
",5 of 5 stars,"
First of all, the Segway instructor was great and made sure we could operate our vehicles. She was extremely knowledgeable about the sites we visited along the way She was personable and answered questions readily. We really got to know some of the history of Dallas. We would definitely recommend this tour to others.
"
nelllang507,Grapevine,Texas,,,"['las vegas', ' nv', 'grapevine', ' tx', 'okeechobee', ' fl', 'hot springs', ' ar', 'valladolid', 'cancun', 'los angeles', ' ca', 'pensacola', ' fl', 'dallas', ' tx', 'honolulu', ' hi', 'orlando', ' fl', 'pensacola beach', ' fl']","[' usa', ' mexico']",[],"King Spa & Sauna, Dallas", Spas,"
",5 of 5 stars,"
A friend told me about the King Spa, so I took my sister, not knowing what to expect, except that it was a traditional Korean spa and sauna. I didn't know what that meant. First you check in and pay entrance fee $20 before 2p and they give you a bracelet key that you charge all your food and services...


More 


"
Lorichrys,,,,,"['dallas', ' tx', 'frisco', ' tx', 'little elm', ' tx']",[' usa'],[],"Dallas Segway Tours, Dallas","00am, 1","

Owner description Glide in style with the original and most respected Segway touring company in North Texas. Our ALL INCLUSIVE packages provide everything you need to experience Big D like never before. Tours run 7 days a week at 10:00am, 1:30pm, and 3:30pm. ""Come Glide With Us!"" 
",4 of 5 stars,"
My husband and I toured Katy trail with Dallas Segway Tours. Our guide made sure we understood how to maneuver the Segway up and down inclines and over curbs before we got on the road. She made sure we were very comfortable with stopping and starting. During the tour she took many pictures and was always making fun conversation. We...


More 


"
raiderot1,McKinney,Texas,,,"['playa del carmen', 'dallas', ' tx', 'moab', ' ut', 'new york city', ' ny']","[' mexico', ' usa']",[],"Dallas Segway Tours, Dallas","00am, 1","

Owner description Glide in style with the original and most respected Segway touring company in North Texas. Our ALL INCLUSIVE packages provide everything you need to experience Big D like never before. Tours run 7 days a week at 10:00am, 1:30pm, and 3:30pm. ""Come Glide With Us!"" 
",5 of 5 stars,"
We booked the ""Katy Trail"" Segway Tour, June 17, 2014, for one adult and 2 15 year olds. What a fun afternoon. I was so impressed with this company from the first phone call I made to book the reservation. It is clear that safety is their number one priority. They have a low rider to guide ratio (1:6), and...


More 


"
RoundWorld80,Dallas,Texas, female , 50-64 ,"['dallas', ' tx', 'honolulu', ' hi', 'canmore', ' alberta', 'pearland', ' tx', 'banff', ' alberta', 'cedar hill', ' tx', 'daytona beach', ' fl', 'geneva', 'houston', ' tx', 'irving', ' tx', 'duncanville', ' tx', 'grand prairie', ' tx']","[' usa', ' canada', ' switzerland']",['Was blessed with a college experience abroad and have loved to travel ever since. Restores my soul to get out and see how others live around the world. I really enjoy Europe in general. Texas gets hot so it is a treat to go somewhere else to be cooler. '],"King Spa & Sauna, Dallas", Spas,"
",5 of 5 stars,"
Pay an admission ( reasonable) and you have access to main facilities. Access gets you to the common areas with many 'dry-sauna' rooms wtih specific properties such as Salt, Pine, Air, etc. There are large screen TVs, theater, childrens area and cafe. Seperate locker rooms and wet areas with hotand cold pools and wet suana. You can purchase additional treatments...


More 


"
blu817,Fort Worth,Texas, , 25-34 ,"['vancouver', ' british columbia', 'key west', ' fl', 'seattle', ' wa', 'albuquerque', ' nm', 'little rock', ' ar', 'minneapolis', ' mn', 'playa del secreto', 'north vancouver', ' british columbia', 'fort worth', ' tx', 'punta cana', 'san jose', 'memphis', ' tn']","[' canada', ' usa', ' mexico', ' dominican republic', ' costa rica']",[],"King Spa & Sauna, Dallas", Spas,"
",5 of 5 stars,"
For sure a Korean spa, if you do not know you might want to look it up. The price to get in and a massage was very reasonable, I normally just about that much for a 30 minute massage at Massage Envy. You can relax there pretty much all day because of all the different rooms. The place is well...


More 


"
ktm_scott,Rockwall,Texas, male , 50-64 ,"['rockwall', ' tx', 'galveston', ' tx', 'marathon', ' fl', 'rowlett', ' tx', 'gorham', ' nh', 'winston salem', ' nc', 'daytona beach', ' fl', 'montego bay', 'fontana dam', ' nc', 'ormond beach', ' fl', 'austin', ' tx', 'catoosa', ' ok']","[' usa', ' jamaica']",[],"King Spa & Sauna, Dallas", Spas,"
",5 of 5 stars,"
Dallas' best value in massage and spa services. The practitioners are excellent and the prices can't be beat. I am a licensed massage therapist (in Texas) and I will not work as cheap as these therapists do. GREAT value.
"
AprilAllYear,Dallas,Texas, female , 50-64 ,"['yellowstone national park', ' wy', 'frisco', ' tx', 'london', 'dallas', ' tx', 'austin', ' tx', 'arlington', ' va', 'bath', 'plano', ' tx', 'ulm', 'venice', 'brentwood', 'lake louise', ' alberta']","[' usa', ' uk', ' germany', ' italy', ' canada']","['I seek interesting experiences: places, food, people. ']","King Spa & Sauna, Dallas", Spas,"
",5 of 5 stars,"
Very laid back, S-L-O-W day. Nice. Go here when you are NOT in any hurry to do anything but enjoy skin and body sensations. I'd read extensively about this spa before going on a whim with my 15 yr old daughter. There is a wet side and a dry side, and one wears nothing in the (same sex only) wet...


More 


"
Sweetdeesignz,Fort Worth,Texas,,,"['dallas', ' tx', 'playa del carmen', 'cozumel', 'treasure island', ' fl', 'cancun', 'fort lauderdale', ' fl', 'gulf shores', ' al', 'myrtle beach', ' sc', 'las vegas', ' nv', 'clearwater', ' fl', 'dania beach', ' fl', 'foley', ' al']","[' usa', ' mexico']",[],"King Spa & Sauna, Dallas", Spas,"
",1 of 5 stars,"
Ok trust me when i say your speaking to a spa connoisseur that this is NOT a relaxing place.
I will begin saying that i am aware it is a Korean spa and i am very very familiar with Korean Customs.
But this place is horrible. Its pricey, the food sucks, its expensive and for more conservative women like myself...


More 


"
spaboy12345,Chicago,Illinois, male , 35-49 ,"['chicago', ' il', 'schererville', ' in', 'decorah', ' ia', 'lubbock', ' tx', 'san francisco', ' ca', 'las vegas', ' nv', 'miami beach', ' fl', 'boston', ' ma', 'munster', ' in', 'bend', ' or', 'birmingham', ' al', 'coral gables', ' fl']",[' usa'],[],"King Spa & Sauna, Dallas", Spas,"
",4 of 5 stars,"
I was going to give an over all 3 of 5, but my first body scrub was so good and the food was really good too...The place over all is kind of fun. It is a spa with several dry co-ed saunas. There is a ""wet"" area for same sex (I assume the women's is like the men's area). It...


More 


"
rherb,dallas,dallas, female , 35-49 ,"['dallas', ' tx', 'treasure island', ' fl', 'fort worth', ' tx', 'myrtle beach', ' sc', 'arlington', ' tx', 'new orleans', ' la', 'orlando', ' fl', 'mesquite', ' tx', 'sanibel island', ' fl', 'southlake', ' tx', 'cancun', 'coppell', ' tx']","[' usa', ' mexico']",['I love to travel!!! I enjoy beachy locations and good food. '],"King Spa & Sauna, Dallas", Spas,"
",1 of 5 stars,"
This isnt a spa, this is a bath house at best. It was horrible and they want. WANT you to be naked. Actually will get mad if you put on clothes. What kind of mess is that? They had a baby in the jacuizzi a baby. The health department should be involved in this place. Its not a spa and...


More 


"
DinahG456,Dallas,Texas,,,"['dallas', ' tx', 'los angeles', ' ca']",[' usa'],[],"Dallas Segway Tours, Dallas","00am, 1","

Owner description Glide in style with the original and most respected Segway touring company in North Texas. Our ALL INCLUSIVE packages provide everything you need to experience Big D like never before. Tours run 7 days a week at 10:00am, 1:30pm, and 3:30pm. ""Come Glide With Us!"" 
",5 of 5 stars,"
Had a wonderful learning experience getting to know a bit more about Dallas today. We were hoping they would not cancel on us but were delighted to find they were more than happy to get out there with us with a few spots of rain around we covered lots of ground. We would throughly recommend Dallas Segway Tours as a...


More 


"
CliffeyWanKenobi,,,,,"['austin', ' tx', 'dallas', ' tx']",[' usa'],[],"Dallas Segway Tours, Dallas","00am, 1","

Owner description Glide in style with the original and most respected Segway touring company in North Texas. Our ALL INCLUSIVE packages provide everything you need to experience Big D like never before. Tours run 7 days a week at 10:00am, 1:30pm, and 3:30pm. ""Come Glide With Us!"" 
",5 of 5 stars,"
I just got back home from a weekend trip to Dallas, and my friend and I decided to do a Segway tour, so I called and spoke with Dirk. I was pleasantly surprised that I was able to reach him directly, as with other tour groups in Dallas and Austin, all I have ever gotten was a voicemail followed by...


More 


"
cruzblue,houston,texas, female , 35-49 ,"['dallas', ' tx', 'arlington', ' tx', 'tampa', ' fl', 'houston', ' tx', 'key largo', ' fl', 'orlando', ' fl', 'port saint joe', ' fl', 'pearland', ' tx', 'alvin', ' tx', 'galveston', ' tx', 'mexico beach', ' fl', 'pensacola', ' fl']",[' usa'],[],"Dallas Segway Tours, Dallas","00am, 1","

Owner description Glide in style with the original and most respected Segway touring company in North Texas. Our ALL INCLUSIVE packages provide everything you need to experience Big D like never before. Tours run 7 days a week at 10:00am, 1:30pm, and 3:30pm. ""Come Glide With Us!"" 
",5 of 5 stars,"
New to the city, didn't know what we wanted to see until we took the Segway tour and got a good overview of all the sites. Highly recommend this tour and it even begins in a historical district....
"
Skruggs,,,,,"['dallas', ' tx', 'london', 'paris', 'new york city', ' ny', 'rome', 'barcelona', 'san francisco', ' ca', 'florence', 'washington dc', ' dc', 'madrid', 'santa fe', ' nm', 'venice']","[' usa', ' uk', ' france', ' italy', ' spain']",[],"King Spa & Sauna, Dallas", Spas,"
",5 of 5 stars,"
Excellent facilities. Clean. Friendly staff
Lots of options for soaking, steaming, sauna, heat
Food in Korean restaurant inside is quite decent for this type of place
"
Chuchuluko,,,,,"['dallas', ' tx']",[' usa'],[],"King Spa & Sauna, Dallas", Spas,"
",4 of 5 stars,"
I have to say this is a great place to visit unless once is like going to a museum,it is divided in 2 sections dry and wet,the wet section is whirlpools,showers,a steam room and sauna is a nice please to relax but you have to walk around naked all the time.
The dry section is 9 different saunas.
The only...


More 


"
Itmakesscents,Denton,Texas, female , 25-34 ,"['branson', ' mo', 'cancun', 'dallas', ' tx', 'addison', ' tx', 'albuquerque', ' nm', 'allen', ' tx', 'amarillo', ' tx', 'american fork', ' ut', 'anaheim', ' ca', 'angel fire', ' nm', 'angleton', ' tx']","['riviera maya', ' usa', ' mexico']",[],"King Spa & Sauna, Dallas", Spas,"
",5 of 5 stars,"
After suffering with extreme asthma issues for the past week, I decided to try out King Spa. It was a great experience. I really enjoyed the steam room and the various spas and saunas. I also got an acupressure massage, which was worth the $70. I spent 6 hours there and am breathing & feeling better than when I went...


More 


"
kellyraye23,Houston,Houston,,,"['houston', ' tx', 'navasota', ' tx', 'austin', ' tx', 'dallas', ' tx', 'spring', ' tx', 'anaheim', ' ca', 'cancun', 'chicago', ' il', 'los angeles', ' ca', 'new orleans', ' la', 'niagara falls', ' ontario', 'nuevo vallarta']","[' usa', ' mexico', ' canada']",[],"King Spa & Sauna, Dallas", Spas,"
",5 of 5 stars,"
I got passes on Groupon knowing that I would love to take a visit there having been to a few Korean Spas in L.A. I was hesitant to take my husband who I wasn't sure would love it as much as I would. Needless to say he had a great time ""doing nothing"" as he put it. It was the...


More 


"
Gonkster66,Rowlett,Rowlett,,,"['dallas', ' tx']",[' usa'],[],"Dallas Segway Tours, Dallas","00am, 1","

Owner description Glide in style with the original and most respected Segway touring company in North Texas. Our ALL INCLUSIVE packages provide everything you need to experience Big D like never before. Tours run 7 days a week at 10:00am, 1:30pm, and 3:30pm. ""Come Glide With Us!"" 
",5 of 5 stars,"
My husband and I decided to try out Dallas Segway Tours over the weekend. It was so much fun!! They took the time to teach us what to expect, and how to ride them. We took the Katy Trail tour, and totally loved it!
Multiple pictures were taken of us, so we didn't have to try and take our own....


More 


"
Earthmane,,,,,"['thomasville', ' al', 'dallas', ' tx']",[' usa'],[],"Dallas Segway Tours, Dallas","00am, 1","

Owner description Glide in style with the original and most respected Segway touring company in North Texas. Our ALL INCLUSIVE packages provide everything you need to experience Big D like never before. Tours run 7 days a week at 10:00am, 1:30pm, and 3:30pm. ""Come Glide With Us!"" 
",5 of 5 stars,"
Way to go Dallas,TX! My family and I had an awesome time. Our tour guide, Cyndi was fab. The weather as beautiful and the food at Dick's Last Resort was delicious. The training was thorough and safe and the parking was convenient. I suggest bringing extra quarters for the parking meter, sunglasses, and some sort of sun blocking cream. Thumbs...


More 


"
WinstonHouston,Houston,Houston,,,"['marrakech', 'barcelona', 'dallas', ' tx', 'granada', 'santa fe', ' nm', 'aachen', 'albuquerque', ' nm', 'amarillo', ' tx', 'anchorage', ' ak', 'ann arbor', ' mi', 'arlington', ' tx', 'asheville', ' nc']","[' morocco', ' spain', ' usa', ' germany']",[],"King Spa & Sauna, Dallas", Spas,"
",5 of 5 stars,"
First class, very unique spa & sauna with lots of ways to relax. The body scrub and message was the best! Wish we had one in Houston!
"
kgwill,Dallas,Dallas, male , 25-34 ,"['dallas', ' tx', 'fredericksburg', ' tx', 'addison', ' tx', 'cancun', 'arlington', ' tx', 'fort worth', ' tx', 'grand prairie', ' tx', 'grapevine', ' tx', 'irving', ' tx', 'new orleans', ' la']","[' usa', ' mexico']",[],"King Spa & Sauna, Dallas", Spas,"
",4 of 5 stars,"
This place is great if you want to completely relax in a very casual atmosphere. The only downside is that if you don't like Korean food then the food options are pretty limited.
"
obdo2002,Austin,Texas,,,"['dallas', ' tx', 'philadelphia', ' pa', 'chicago', ' il', 'coral gables', ' fl', 'kearny', ' nj', 'miami', ' fl', 'miami beach', ' fl', 'albuquerque', ' nm', 'austin', ' tx', 'daytona beach', ' fl', 'hong kong', 'houston', ' tx']","[' usa', ' china']",[],"King Spa & Sauna, Dallas", Spas,"
",5 of 5 stars,"
I love it. You can spend whole day in the spa. It was fun to go into different rooms for different effects. We spent 3 hours there and felt like had not enough time. The restaurant was nice with Korean food. 20 dollars if you go during their happy hours. And I will go definitely next time.
"
d4whatver82,Dallas,Texas, male , 25-34 ,"['shreveport', ' la', 'dallas', ' tx', 'austin', ' tx', 'brenham', ' tx', 'college station', ' tx', 'new orleans', ' la', 'mobile', ' al', 'gretna', ' la']",[' usa'],[],"King Spa & Sauna, Dallas", Spas,"
",5 of 5 stars,"
I used to have a love affair with King Spa. A couple of years ago, my friends and I went literally every week. It was relaxing, and you pretty much lose track of time there. Amazing.
However, things have changed, and I guess the love affair is over. For instance, you used to get a full walk through of the...


More 


"
Bconley24,Shawnee,Oklahoma, male , 35-49 ,"['shawnee', ' ok', 'saint louis', ' mo', 'oklahoma city', ' ok', 'amsterdam', 'brooklyn', ' ny', 'dallas', ' tx', 'anaheim', ' ca', 'arlington', ' tx', 'beaver creek', ' co', 'beverly hills', ' ca', 'copenhagen', 'durant', ' ok']","[' usa', ' the netherlands', ' denmark']",['My wife and I own our own businesses and so we are unable to take many long trips. Our getting away usually means just a long weekend. And we prefer to drive if it takes less than 8 or 9 hours to get there. We did get away for a couple of shorter cruises last year though. '],"King Spa & Sauna, Dallas", Spas,"
",4 of 5 stars,"
My wife and I were planning a short trip to Dallas for the long new years weekend and saw the King Spa on my Trip Advisor app. Even after reading all the reviews we were still a litte nervous when we arrived at 10:30 am. But we found the the young man at the front desk very friendly and more...


More 


"
NYgal826,Rockville Centre,New York, Female ,,"['beijing', ""xi'an"", 'marathon', ' fl', 'shanghai', 'dallas', ' tx', 'island park', ' ny', 'stuttgart', 'cole bay', 'aegina', 'akron', ' oh', 'amagansett', ' ny', 'amalfi']","[' china', ' usa', ' germany', ' st maarten-st martin', ' greece', ' italy']",[],"King Spa & Sauna, Dallas", Spas,"
",5 of 5 stars,"
Once again, Trip Advisors didn't steer us wrong! The King Spa was huge and very CLEAN, with wonderful wet whirlpool and sauna areas and multiple dry saunas. We spent 3 hours there and I could have spent more. The food was good, too. I loved it! Only thing we couldn't do was to have a massage as we didn't call...


More 


"
ank25057,Dallas,Texas,,,"['key west', ' fl', 'dallas', ' tx']",[' usa'],[],"King Spa & Sauna, Dallas", Spas,"
",3 of 5 stars,"
King Spa is a cultural experience unlike any other in Dallas (or all of Texas). Enjoy being immersed in the Korean bathhouse culture - at a rising price. King Spa is becoming too expensive for regular, middle-class patrons. Also, I hope you like kids. And toddlers. And babies. Lots of them. King Spa is VERY kid-friendly. If your idea of...


More 


"
alicoc,Keller TX,Keller TX, female , 25-34 ,"['san francisco', ' ca', 'nassau', 'new york city', ' ny', 'bretton woods', ' nh', 'manuel antonio national park', 'charlotte', ' nc', 'los angeles', ' ca', 'moab', ' ut', 'oxon hill', ' md', 'quepos', 'washington dc', ' dc', 'agoura hills', ' ca']","[' usa', ' bahamas', ' costa rica']","[""I work as a consultant which means I'm on the road 90% of the time. When traveling for work, I like functional hotels, however if I'm traveling for fun, I'm much more low key. ""]","King Spa & Sauna, Dallas", Spas,"
",4 of 5 stars,"
I have been going to King Spa for two years now. It is very relaxing. I love the different rooms, there is something for everyone. The cafe is great, and offers very fresh food.
Make sure you drink lots of water the day before you go, or you will feel hungover after, due to the dehydration.
"
FoxyDerick,San Francisco,California, male , 35-49 ,"['san francisco', ' ca', 'chiang mai', 'patong', 'siem reap', 'phnom penh', 'beachwood', ' oh', 'dallas', ' tx', 'barcelona', 'woodmere', ' oh', 'houston', ' tx', 'sitges']","[' usa', ' thailand', ' cambodia', 'chaweng', ' spain']",[],"King Spa & Sauna, Dallas", Spas,"
",5 of 5 stars,"
I love warmth and relaxation and this is the perfect place for it. It is very clean and very spacious. I highly recommend a visit.
"
MargaretD017,Kilmarnock,United Kingdom,,,"['dallas', ' tx']",[' usa'],[],"Dallas Segway Tours, Dallas","00am, 1","

Owner description Glide in style with the original and most respected Segway touring company in North Texas. Our ALL INCLUSIVE packages provide everything you need to experience Big D like never before. Tours run 7 days a week at 10:00am, 1:30pm, and 3:30pm. ""Come Glide With Us!"" 
",5 of 5 stars,"
Went with my son who I was visiting on holiday. Was a bit apprehensive at first but excellent training from Cyndi and soon relaxed and had great fun seeing the sights in Dallas on a beautiful sunny afternoon. Only 2 of us on the tour and Cyndi had excellent knowledge of the places to see. Water supplied and lots for...


More 


"
DebbieTX,Plano,Texas,,,"['houston', ' tx', 'austin', ' tx', 'dallas', ' tx', 'london', 'seven mile beach', 'cancun', 'grand cayman', 'amsterdam', 'anaheim', ' ca', 'breckenridge', ' co', 'bruges', 'brussels']","[' usa', ' uk', ' cayman islands', ' mexico', ' the netherlands', ' belgium']",[],"Dallas Segway Tours, Dallas","00am, 1","

Owner description Glide in style with the original and most respected Segway touring company in North Texas. Our ALL INCLUSIVE packages provide everything you need to experience Big D like never before. Tours run 7 days a week at 10:00am, 1:30pm, and 3:30pm. ""Come Glide With Us!"" 
",5 of 5 stars,"
There were 4 of us (one 14 year old) and it was unanimous that this was a great activity!! Cyndi, our tour guide, was fun and a great teacher. We felt comfortable in minutes and she was always looking out for us and full of interesting stories about Dallas. We would do it again in a minute.
"
BobbieM1197,Kyle,Texas,,,"['san jose del cabo', 'dallas', ' tx', 'amsterdam', 'anaheim', ' ca', 'atlanta', ' ga', 'austin', ' tx', 'baltimore', ' md', 'barcelona', 'berlin', 'brussels', 'cancun', 'chicago', ' il']","[' mexico', ' usa', ' the netherlands', ' spain', ' germany', ' belgium']",[],"Dallas Segway Tours, Dallas","00am, 1","

Owner description Glide in style with the original and most respected Segway touring company in North Texas. Our ALL INCLUSIVE packages provide everything you need to experience Big D like never before. Tours run 7 days a week at 10:00am, 1:30pm, and 3:30pm. ""Come Glide With Us!"" 
",5 of 5 stars,"
What fun!!! It's always fun to discover a city on a Segway. Great tour guide, great photo memories!!! Cyndi was very patient with our first time Segway rider, Kathy. Dallas Segway Tours was WELL worth every penny. Thank you so much for a very fun and informative morning!!!
"
Jyhming,Phoenix,Arizona, male , 35-49 ,"['london', 'phoenix', ' az', 'paris', 'istanbul', 'rome', 'bangkok', 'mesa', ' az', 'new york city', ' ny', 'rio de janeiro', 'chiang mai', 'las vegas', ' nv', 'milan']","[' uk', ' usa', ' france', ' turkey', ' italy', ' thailand', ' brazil']","['Gay traveler going to enjoy the local spas, night clubs, and cultural events. It is a blessing that I am gay because gays always is a major part of the tourists economy and put out the best parties all over the world. Massage therapist by trade, I have met many great people in the world and lots of love to share. Giving away to the needy is the best to define what you are and make this world a happier place to live. Being generous can reap so much reward and has and have come back in many folds.. ']","King Spa & Sauna, Dallas", Spas,"
",5 of 5 stars,"
Great Korean restaurant, movie theater, unsurpassed Korean Body scrub, as well as the largest Korean Dome Sauna in the world happens to be here in Dallas, Texas. It is open 24/7 and the service is truly amazing. You can stay as long as you want even spending a night here. I have done that and it is just heavenly
"
TravelingGirl71,,,,,"['dallas', ' tx']",[' usa'],[],"King Spa & Sauna, Dallas", Spas,"
",1 of 5 stars,"
This is an Awesome place except when they do not turn on the air conditioner. Also, it is almost 3 am and usually everyone is respectful as they attempt to respect others while they sleep. But a disrespectful group of teenagers is keeping 40 people awake as they just try to get a few hours of sleep. I wonder if...


More 


"
On-the-road79,kc,kc, male , 50-64 ,"['las vegas', ' nv', 'negril', 'sedona', ' az', 'san francisco', ' ca', 'yachats', ' or', 'bandon', ' or', 'cannon beach', ' or', 'holbrook', ' az', 'portland', ' or', 'lawrence', ' ks', 'santa fe', ' nm']","[' usa', ' jamaica', 'oregon coast']",[],"King Spa & Sauna, Dallas", Spas,"
",5 of 5 stars,"
Really had a good time here. Left very relaxed. Went with 3 others and they all loved it too. Only went to ""dry"" side. Not quite sure where the previous poster is coming from. You might relax enough to fall asleep for a minute in one of the rooms, but it's not a hotel! You aren't supposed to sleep for...


More 


"
Lawmamalady,,,,,"['la fortuna de san carlos', 'rome', 'avila beach', ' ca', 'dallas', ' tx', 'florence', 'hurst', ' tx', 'paso robles', ' ca', 'pompeii', 'spoleto', 'volturino']","[' costa rica', ' italy', ' usa']",[],"King Spa & Sauna, Dallas", Spas,"
",5 of 5 stars,"
My family has now been three times and we love it. The food, the mental release, the saunas and especially the scrubs. I would go every month if I could. It's unlike anything else.
"
MafiaChica,Florida,Florida, female , 25-34 ,"['melbourne', ' fl', 'orlando', ' fl', 'jacksonville', ' fl', 'san antonio', ' tx', 'san francisco', ' ca', 'seattle', ' wa', 'islamorada', ' fl', 'williamsburg', ' va', 'grapevine', ' tx', 'dallas', ' tx', 'napa', ' ca', 'park city', ' ut']",[' usa'],"['RN, Dog Lover, Avid Traveler ']","King Spa & Sauna, Dallas", Spas,"
",3 of 5 stars,"
I've never been to a place like King Spa, and I'm still not sure I'm a fan after using a Groupon with Friends a few weeks ago but overall, it was a relaxing day (you can stay for 24 hours) of hot tubs, cold pools, and varying warm temperature themed rooms aimed at ridding your body of impurities. I did...


More 


"
ik04,Central Texas,Central Texas, male , 50-64 ,"['dallas', ' tx', 'fairbanks', ' ak', 'abbeville', ' la', 'wolfsburg', 'biloxi', ' ms', 'fort nelson', ' british columbia', 'helena', ' mt', 'lafayette', ' la', 'rapid city', ' sd', 'savannah', ' ga', 'vicksburg', ' ms', 'asheville', ' nc']","[' usa', ' germany', ' canada']",[],"King Spa & Sauna, Dallas", Spas,"
",4 of 5 stars,"
If you are looking for a place to soak and relax in the Dallas area, this place is a winner. The admission charge is reasonable and you can stay for 24 hours on one admission. That is very important if you want to enjoy the hot saunas and sleep there overnight because it saves you the cost of a hotel...


More 


"
