name,memberCity,memberCounry,MemberGender,memberAge,CitiesVisited,Countriesvisited,memberDescription,Activitiy,Type,ownerdesc,rating,review
fairreviewinny,New York,New York,,,"['binghamton', ' ny', 'endicott', ' ny', 'madison', ' ct', 'lake george', ' ny', 'portland', ' me', 'skaneateles', ' ny', 'virginia beach', ' va', 'boston', ' ma', 'johnson city', ' ny', 'ocean city', ' md', 'stone harbor', ' nj', 'vestal', ' ny']",[' usa'],[],"Beantown Trolley, Boston", Stairs / lift ,,3 of 5 stars,"First, let me say that it offers a great tour of the neighborhoods and sites in Boston, and the guides are great in showing and explaining the history and areas on the tours. I wish I had known this before buying a Go-Boston pass, or I would not have used this. I spend a good deal of time researching our travel sites and plan well, but somehow I missed the following point. I noted in advance what we were interested in seeing or doing in each area, prioritizing the things we wanted early in the day so we didn't miss them due to time constraints. The hop on/off option is great, but the trolley only goes the same route in the same direction, so if you want to go to the stop before you are getting on, you will have to do then entire 1.5 hour loop tour to get there!!!!! I was presuming the trolleys ran in both directions, but they don't! We are not familiar with the subway, and didn't want to negotiate that on our first trip to Boston. If you want to see different areas at different times, you may wish to check other options - perhaps other trolley or tour busses go in both directions. We did take a taxi to save time, and not only was it quick and right to the door, but the price was decent. Worse yet, the trolleys last run is at 4:30 pm!! Who wants to end their day at dinnertime? This company should extend hours in the prime tourist season."
MVCA0Traveler,Mission Viejo,CA,,,"['boston', ' ma', 'concord', ' ma', 'london', 'cong', 'salem', ' ma', 'san diego', ' ca', 'solvang', ' ca', 'belfast', 'dallas', ' tx', 'enniskillen', 'gloucester', ' ma', 'kilkenny']","[' usa', ' uk', ' ireland']",[],"Beantown Trolley, Boston", Stairs / lift ,,3 of 5 stars,"Got a two day pass with our Boston Go Card. Otherwise, I would have chosen another trolley. We had 3 different drives over the two days. The first one stopped at a Starbucks to wait until he was on time. Told everyone to come with him. Crazy. Second one was hard to understand because of his accent. Third one was amusing. He honked at us several times when he saw us after our ride.

The route they follow is the same as the other trolleys, so you get to see everything. But we found that the other trolley lines passed by two or three times before this one came by. So, you wait longer. Also seemed like we sat a lot waiting for the time to go to the next stop.

Definitely need two days to jump on and off and see the sights. Map they provide is helpful when you get off and need to walk to the places you want to visit."
SI789,,,,,"['pigeon forge', ' tn', 'boston', ' ma', 'sevierville', ' tn', 'pawleys island', ' sc']",[' usa'],[],"Beantown Trolley, Boston", Stairs / lift ,,3 of 5 stars,"The people at the ticket booth were friendly and helpful. The tour guide was interesting and I enjoyed the ride. I had my daughter with me. I wanted her to have the pleasure of doing for others and so I gave her some money for a tip. He thanked others when they gave a tip but did not thank my daughter. We were the only ones who got off at that stop so I'm certain he had to have seen us as we disembarked. Perhaps he was aggravated because I talked some to my daughter during the ride, but that was because she was sick from heat exhaustion and I was trying to make sure she was ok. Where is the sympathy and appreciation for a child?"
stratton890,Griffin,Georgia,,,"['boston', ' ma', 'new bedford', ' ma', 'plymouth', ' ma', 'acadia national park', ' me', 'rye', ' nh']",[' usa'],[],"Beantown Trolley, Boston", Stairs / lift ,,4 of 5 stars,My family of 5 got on this trolley 2 different times. The first driver/tour guide was really good and talked a lot. The second was very quiet and just sort of seemed like he was having a bad day. Still was interesting and a good way to see a lot in an hour and decide where you want to go back.
msrncrna,Peru,Illinois,,,"['boston', ' ma', 'san francisco', ' ca', 'chicago', ' il', 'bavaro', 'morris', ' il', 'peru', ' il', 'schiller park', ' il', 'washington dc', ' dc', 'punta cana']","[' usa', ' dominican republic']",[],"Beantown Trolley, Boston", Stairs / lift ,,4 of 5 stars,"We started our first full day in Boston by doing a Beantown Trolley On/Off tour that lasted all day. It was great! The driver was an excellent guide, knowing stories about the various sites as well as the history.All of their tours began with a pick up AND drop off at our hotel, the Holiday INN Express on Boston Road. So it was very convenient and no additional $ required for transportation. The last 2 days were spent with Brian B. as our driver to Plimoth and Cape Cod. Brian is very knowledgeable having grown up in the aforementioned areas. He is also adept at driving in heavy, heavy downtown traffic as we encountered on our return from Plimoth. The coaches were clean and well maintained. I would certainly use this service again."
tinrose,Coventry,Rhode Island, female , 50-64 ,"['coventry', ' ri', 'washington dc', ' dc', 'providence', ' ri', 'new orleans', ' la', 'reykjavik', 'newport', ' ri', 'orlando', ' fl', 'crystal river', ' fl', 'boston', ' ma', 'french harbour', 'marigot', 'st. lucia']","[' usa', ' iceland', ' honduras', ' st maarten-st martin', ' caribbean']",[],"Beantown Trolley, Boston", Stairs / lift ,,2 of 5 stars,"The driver was fine, but it was poorly organized. There were people who couldn't get on because there were no seats available. The traffic was so bad that in order to keep to their schedule we have to miss stops, even with that the trolley is still running late. Also, they should extend the last pick up time from 4:30 PM to 6 PM."
Elizwannatravel,Seattle,WA, female , 50-64 ,"['rome', 'masai mara national reserve', 'yellowstone national park', ' wy', 'boston', ' ma', 'nanyuki', 'seattle', ' wa', 'barcelona', 'dubai', 'santa fe', ' nm', 'shaba national reserve', 'ashland', ' or']","[' italy', ' kenya', ' usa', 'laikipia district', ' spain', ' united arab emirates']",[],"Beantown Trolley, Boston", Stairs / lift ,,4 of 5 stars,"The trolley picked us up at our hotel, which was really convenient, and then took us all to the sites of Boston. We were able to get off thanks to good directions and information from our driver. We enjoyed the commentaries from the drivers and laughed at the running commentary of the awful Boston traffic. The stops were always convenient to the sites we wanted. The traffic created some timing problems but we were on vacation so we didn't really care. One night, the driver took us back to our hotel since it had run late. We had a fun time and learned a lot. We walked the Freedom Trail and were able to pick it up where we wanted."
jltmet56,MA,MA, female , 50-64 ,"['lake george', ' ny', 'las vegas', ' nv', 'boston', ' ma', 'methuen', ' ma', 'palm - eagle beach', 'haverhill', ' ma', 'middleton', ' ma', 'salem', ' nh', 'salisbury', ' ma', 'bedford', ' ma', 'chelmsford', ' ma', 'farmington', ' ct']","[' usa', ' aruba']",[],"Beantown Trolley, Boston", Stairs / lift ,,2 of 5 stars,"I've taken other trolley tours in Boston so I have others to compare to this. We were picked up at our hotel which was convenient. VERY disappointed in the whole experience . At one point in the tour he tried to tell us something about the beginnings of a famous doughnut restaurant when he realized there were ""Boston"" people on board...he corrected himself (after ""correcting"" him) and then told us if he didn't have Boston people on board he could say whatever he wanted because people wouldn't know the difference. Kind of not believing anything else he had to say . The harbor cruise, on the other hand was informative and a lot of historical details.
The good thing if you get a lousy driver you CAN get off, do a little sight seeing and get on another trolley. we couldn't because of time constraints but keep that in mind if you get an obnoxious driver"
timekeeper13,Riverview,FL, male , 50-64 ,"['bryce canyon national park', ' ut', 'fort myers', ' fl', 'saint augustine', ' fl', 'inverness', ' fl', 'statesboro', ' ga', 'tybee island', ' ga', 'boston', ' ma', 'clearwater', ' fl', 'dillard', ' ga', 'dunedin', ' fl', 'hutchinson', ' ks', 'magee', ' ms']",[' usa'],[],"Beantown Trolley, Boston", Stairs / lift ,,2 of 5 stars,"We got the Beantown Trolley 2-day pass as part of our GO BOSTON card. It advertises that you can get on/off as many times as you like so it seemed ideal for us. Our first day in Boston was rainy so we decided to take the trolley to get oriented and see the basic sights. Because of the rain, clear plastic coverings were pulled down to cover the open sides of the trolley. You could hardly see much through them and they didn't keep all the rain out. When people left, we moved to seats next to the few real glass windows in the trolley and we could then see much better.
Comfort gets low marks also because the seats were so closely spaced that I could not sit without turning a bit sideways so my long legs would fit behind the seat in front.
The tour guide performed the usual attempt at a comedy act - which is expected on this sort of tour.
Another negative was that the trolleys are spaced about 40 minutes apart. Some of the other trolleys would show up every few minutes while we had to wait up to 40 minutes for Beantown. This was very inconvenient if you depended on it fore frequent stops.
Finding the stops was another problem. The map they provide shows a big dot in a general area, but there is no sign at the location to let you know where you should wait. People would end up running down the block or across the street because they were waiting at the wrong spot.
My biggest complaint was that they skipped stops! While we were riding along, on two separate trolleys, we heard the radio conversation where the driver was told to bypass at least 2 stops on the route. The driver then told us that if we wanted to go to one of those stops, he would give us directions on how to walk there, and that if we wanted to catch a trolley from one of those stops that we should call and let them know that we were there waiting. What about the people who were waiting at those stops and didn't know that their stop had been bypassed? I would have been upset if that happened to me!
As a free add-on for the Boston Go card, it is fine to use as orientation ride around - but use the subways for transportation."
9W21,Buffalo NY,Buffalo NY, female , 50-64 ,"['boston', ' ma', 'chicago', ' il', 'myrtle beach', ' sc', 'watkins glen', ' ny', 'belmont', ' nc', 'buffalo', ' ny', 'charlotte', ' nc', 'dunedin', ' fl', 'little san salvador island (half moon cay)', 'los angeles', ' ca', 'owego', ' ny', 'alexandria', ' va']","[' usa', ' bahamas']","['solo traveler, enjoys the adventures, likes to travel ']","Beantown Trolley, Boston", Stairs / lift ,,5 of 5 stars,"
Thank you Chris and Tony for getting us back to our hotel. We had a great time, both gentlemen were very knowledgeable about their home town. Tony even went and took us back when he picked us up and we realized we missed our ride home with Chris.
"
HemlockMan,Hemlock,Michigan, male , 65+ ,"['chicago', ' il', 'saginaw', ' mi', 'seattle', ' wa', 'hemlock', ' mi', 'saugatuck', ' mi', 'traverse city', ' mi', 'boston', ' ma', 'charlevoix', ' mi', 'flint', ' mi', 'saint ignace', ' mi', 'detroit', ' mi', 'ludington', ' mi']",[' usa'],[],"Beantown Trolley, Boston", Stairs / lift ,,2 of 5 stars,"Very disappointed w/sound quality and w/content. Often a point down a street and ""If we were at the next corner you'd see..."" but we were not, we were here. We had intended to make the circuit and then get off where places interested us but that would have been a very long time. We did get off and the next driver was articulate and did talk of the places we saw. So it's the luck of the draw. The boat tour of the harbor included w/our tickets was good. There were enclosed areas on both levels and that kept us comfortable. The speakers were clear and the young lady was interesting. Glad we hit this on a sale.."
Takemesomewhere28,Melbourne,Australia,,,"['boston', ' ma', 'chicago', ' il', 'fujiyoshida', 'shinjuku', 'albuquerque', ' nm', 'amarillo', ' tx', 'anaheim', ' ca', 'auckland', 'avignon', 'beverly hills', ' ca', 'brisbane', 'brooklyn', ' ny']","[' usa', ' japan', ' new zealand', ' france', ' australia']",[],"Beantown Trolley, Boston", Stairs / lift ,,1 of 5 stars,"After booking this tour and waiting 15 mins for the bus it didn't even stop. So waited another half hour for the next one.. It was not very interactive, quite dull actually and staff were polite but not sincere or helpful at all.
The tour included a free harbour cruise which was the only decent part.. But even then the trolley manager told us the cruise comes every half hour when infact it comes every hour. They are just there to collect money and should not be in the tourism industry. Maybe try a different trolley company. I hope you have a better experience in Boston than we did."
Phenixsnow,Tallahassee,Tallahassee,,,"['boston', ' ma']",[' usa'],[],"Beantown Trolley, Boston", Stairs / lift ,,1 of 5 stars,"I have done several hop on, off t ours in other cities. This was by far the worst tour I have ever been on. First off the tour buses came much less frequently than the other tour companies in the area. Second it was BORING! The tour guide didn't have an interesting stories about the sites or information about the architecture. He just pointed at stuff ie on your left is Boston Common. on your left is a community garden. That's it. boring! I found myself falling asleep. Halfway through i had to change trolley's to give the driver a break. On the 2nd trolley the sound system was so bad everything the tour guide said was garbled. Very disappointed. Would not recommend to anyone."
WineLover0717,Boston,Massachusetts, female , 35-49 ,"['cambridge', ' ma', 'new orleans', ' la', 'reno', ' nv', 'brenham', ' tx', 'phoenix', ' az', 'salem', ' ma', 'albany', ' ny', 'austin', ' tx', 'avignon', 'boston', ' ma', 'chappaqua', ' ny', 'derry', ' nh']","[' usa', ' france']",['I like to have a few things planned but leave plenty of time for exploration and taking my time. LOVE to try new things. '],"Beantown Trolley, Boston", Stairs / lift ,,2 of 5 stars,"A friend was in town visiting so we did this tour in April so admittedly this is not ""high season"" for tourists. Maybe these things won't be the case after Memorial day. We chose it for 2 reasons, it included the Harbor tour and it looked like it got us closest to the fine arts museum we were interested in (and I also thought the entrance fee to the museum was included but although I didn't get to try it, I think it was not - the website is somewhat misleading). I am giving only 2 stars primarily because although they said they ran every 20 minutes, they did NOT. it was more like 40+ minutes. So it was very frustrating standing at a stop and watching all the other trolleys have 2 or sometimes more stop in front of us... but we had to wait. They also did their final pick up at 4 pm which was difficult for planning to go to a museum!!! if I had known that, I probably would not have chosen them. After all, the whole reason we chose a hop-on-hop-off trolley was to be able to get around the city to all the sites in the easiest way. Instead we ended up waiting for way too much of it and ended up NOT going to some places because we were afraid to miss the last pick up!
Positive aspects: Anthony definitely was a great tour guide, very funny. He gets 5 stars. He made up for a lot of the frustration at having to wait - but of course there was no way to guarantee we would be getting him or we would have to wait another 40+ minutes for the ""right"" trolley!! (the other tour guide was kind of surly, not terribly friendly).
The Harbor tour was included - that was nice at least. about a 60 minute tour - would be great in warmer weather.
Another very positive note was when we were at their main kiosk at the harbor, and had just missed a trolley, since they knew we would have to wait another 40+ minutes, they called the trolley and had them wait a few blocks up and they drove us up to it. That was very nice. I just wish they had been more honest about their timing. :("
Crob2009,Hampton,Virginia, male , 18-24 ,"['las vegas', ' nv', 'kill devil hills', ' nc', 'virginia beach', ' va', 'boston', ' ma', 'new york city', ' ny', 'cape charles', ' va', 'hampton', ' va', 'norfolk', ' va', 'new orleans', ' la', 'williamsburg', ' va', 'chesapeake', ' va']",[' usa'],[],"Beantown Trolley, Boston", Stairs / lift ,,5 of 5 stars,"
Very fun, reasonably priced. The trolly went all over town and our tour guide was very funny and knowledgeable. If you have an hour or two to spare, definitely do it. PS- It's a chilly ride! It was about 35 per person.
"
ladystella25,Richmond,Virginia,,,"['richmond', ' va', 'new york city', ' ny', 'rio de janeiro', 'san francisco', ' ca', 'los angeles', ' ca', 'washington dc', ' dc', 'las vegas', ' nv', 'boston', ' ma', 'philadelphia', ' pa', 'santa monica', ' ca', 'alexandria', ' va', 'ashland', ' va']","[' usa', ' brazil']",[],"Beantown Trolley, Boston", Stairs / lift ,,5 of 5 stars,"Eric was extremely knowledgeable and enthusiastic. He is single handedly responsible for changing my opinion on the 'cheesiness' of tourist trolley companies. The tour was not cheesy at all and I learned quite a lot, despite having been to Boston multiple times before. Highly recommend it, but stay on for the whole tour. Do not get off until you have seen everything, trust me. you will have a much better idea afterward of what you would like to go back and explore more thoroughly.
Thanks for a great time!"
ichoosejoy,Nebraska City,Nebraska,,,"['nantucket', ' ma', 'chicago', ' il', 'pulau redang', 'hyannis', ' ma', 'gloucester', ' ma', 'nebraska city', ' ne', 'newport', ' ri', 'plymouth', ' ma', 'boston', ' ma', 'dubuque', ' ia', 'kennebunk', ' me', 'middletown', ' ri']","[' usa', ' malaysia']",[],"Beantown Trolley, Boston", Stairs / lift ,,3 of 5 stars,"We did not have a great experience with this company. We chose it because it had a shuttle from our hotel to downtown. The trolley seats were very small and uncomfortable. It was hard to see out of the trolley, especially if the plastic wind shields were down in the back seats. I wish we would have chosen the service that has a big bus so you can sit up high and see the sights more easily. Or do the Duck Tour...... I will say however that the ticket was reasonably priced and it included a harbor tour which was fantastic."
Hawaiian555,Honolulu,Hawaii, female , 50-64 ,"['paris', 'new york city', ' ny', 'cape town central', 'honolulu', ' hi', 'pueblo of acoma', ' nm', 'london', 'brooklyn', ' ny', 'sun city', 'taos', ' nm', 'sacramento', ' ca', 'new orleans', ' la', 'prague']","[' france', ' usa', ' south africa', ' uk', ' czech republic']",[],"Beantown Trolley, Boston", Stairs / lift ,,4 of 5 stars,"I arrived on a cold morning in September by commuter train. I was here to spend the day shopping, sightseeing and meeting a friend for lunch. I decided after some research to travel by a tour bus and BEANTOWN filled my needs. I was able to get off and on the bus along the circle route and learn some history about Boston. Actually it was perfect and fun and returned to the beginning of destination where I got back on the commuter train. It was a perfect day, thank you BEANTOWN !"
JMP1982,Portland,Oregon, Female ,,"['kailua', ' hi', 'honolulu', ' hi', 'boston', ' ma', 'kaneohe', ' hi', 'anaheim', ' ca', 'kapolei', ' hi', 'portland', ' or']",[' usa'],[],"Beantown Trolley, Boston", Stairs / lift ,,5 of 5 stars,"
We wish that could have rode the trolley everyday. Tony was really funny and we enjoyed riding around with him.
"
southmiamijill,Miami,Miami, female , 35-49 ,"['sanibel island', ' fl', 'miami', ' fl', 'homestead', ' fl', 'chicago', ' il', 'key largo', ' fl', 'orlando', ' fl', 'key west', ' fl', 'kissimmee', ' fl', 'coral gables', ' fl', 'fort myers beach', ' fl', 'islamorada', ' fl', 'lake wales', ' fl']",[' usa'],[],"Beantown Trolley, Boston", Stairs / lift ,,3 of 5 stars,"Our tour guide was great but the trolley was bumpy, wooden seats were uncomfortable and it was very hard to hear with the big open windows. I missed half of what was said, but we enjoyed the tour. Best of all, you can hop on and hop off all day - and you'll want to hop off to give your bum a break."
Pedro354,Troon,United Kingdom, male , 35-49 ,"['boston', ' ma', 'hyannis', ' ma', 'chicago', ' il', 'philadelphia', ' pa', 'arisaig', 'new york city', ' ny', 'rio de janeiro', 'centerport', ' ny', 'columbus', ' oh', 'dalry', 'kilmarnock', 'prestwick']","[' usa', ' uk', ' brazil']",[],"Beantown Trolley, Boston", Stairs / lift ,,2 of 5 stars,"
A very bumpy ride with average commentary. Fine for getting new arrivals aquainted with the city but much better off with a Duck Tour.
"
sunray11,London,United Kingdom, female , 35-49 ,"['boston', ' ma', 'london', 'lopud', 'vinchio', 'boothbay harbor', ' me', 'kingston upon thames', 'new york city', ' ny', 'pluckley', 'smarden', ""val d'isere"", 'biddenden', 'bra']","[' usa', ' uk', ' croatia', ' italy', ' france']",[],"Beantown Trolley, Boston", Stairs / lift ,,5 of 5 stars,"
Useful way to learn about Boston. Our driver (Pat) was very knowledgeable and humorous at the same time) which made for a very entertaining experience. Easy hop on hop off service. If you only have a day in Boston make time for this - you ll get to see a bit of everything.
"
smicken,Nova Scotia,Canada, female , 25-34 ,"['grindavik', 'akureyri', 'akranes', 'reykjavik', 'boston', ' ma', 'orlando', ' fl', 'lakeside', ' prince edward island', 'sooke', ' british columbia', 'amherst', ' nova scotia', 'anse cochon', 'charlottetown', ' prince edward island', 'langford', ' british columbia']","[' iceland', ' usa', ' canada', ' st. lucia']",[],"Beantown Trolley, Boston", Stairs / lift ,,4 of 5 stars,"We started the tour just a couple minutes from our hotel...it took us almost every where we wanted to go. We had 2 different drivers along the way and they were both great! Upbeat, friendly, and told lots of interesting historical stories. We never had any issues getting a seat, there was lots of room and the guys did their best to avoid traffic jams so that people would get to where they needed to be. We normally chose to walk around and see things, but Boston is so spread out that it would have take forever - this is the best of both worlds! I recommend for sure!"
Sweethooks,,,,,"['boston', ' ma', 'baltimore', ' md', 'san diego', ' ca', 'chicago', ' il', 'anaheim', ' ca', 'glen', ' nh', 'brenham', ' tx', 'everett', ' wa', 'fort smith', ' ar', 'gorham', ' nh', 'jasper', ' alberta', 'malta', ' mt']","[' usa', ' canada']",[],"Beantown Trolley, Boston", Stairs / lift ,,4 of 5 stars,Picked us up at our hotel. Took the entire tour with Pat. He was very informative and had a good personality. Took the harbor tour that came with the package. Enjoyed that also. Got on and off the trolley a couple of times with no problem. Met at designated location at the end of the day and was transported back to the hotel.
Natloves,,,,,"['boston', ' ma', 'sandusky', ' oh', 'north conway', ' nh']",[' usa'],[],"Beantown Trolley, Boston", Stairs / lift ,,5 of 5 stars,"We book this tour through our hotel. It was a great find. We didn't have to drive in the city at all they came and picked us up at our hotel, we were able to hop on and off the trolley all day long, and it also included a harbor cruise. It was a great value and they even droped this off at the end of the day back at the hotel, and the hat all the major tourist points in Boston. The drivers were funny and very knowledgeable on wide variety of things."
jtudbury,Boise,Idaho, male , 50-64 ,"['boise', ' id', 'arusha', 'manuel antonio national park', 'boston', ' ma', 'tortuguero', 'san jose', 'yellowstone national park', ' wy', 'donnelly', ' id', 'ngorongoro conservation area', 'savannah', ' ga', 'belfast']","[' usa', ' tanzania', ' costa rica', 'province of san jose', ' uk']",['I am a retired Police Officer and International Trainer. '],"Beantown Trolley, Boston", Stairs / lift ,,5 of 5 stars,"We used the Beantown tours to move between Boston's historical sites. The drivers were excellent and provided a great deal of historical prospective to the tour. I noted at the end of the day, the last driver waited for some passengers to return to stop 1 so ,he could take them back to their hotels. Great service! Bob was the best!"
imatourist82,New Jersey,New Jersey,,,"['new york city', ' ny', 'charleston', ' sc', 'orlando', ' fl', 'boston', ' ma', 'jamestown', ' ny', 'newport', ' ri', 'barcelona', 'niagara falls', ' ontario', 'asheville', ' nc', 'bronx', ' ny', 'middletown', ' ri', 'salem', ' ma']","[' usa', ' spain', ' canada']",[],"Beantown Trolley, Boston", Stairs / lift ,,4 of 5 stars,"We took the trolley tour on Saturday, October 12. We got to the kiosk at the aquarium just before 9:00 and were told that the first trolley wouldn't be leaving until about 9:25. We were a little disappointed and did see one competitor leave right at 9:00, but this didn't bother us enough to spoil our time.

We hopped off once at stop #9 and walked about 1/4 mile to the Museum of Fine Arts and then the Isabella Stewart Gardner Museum. The driver, Mike, was very helpful in giving us directions there and reminding us where to catch the trolley after visiting the museums. When we got back to the stop, we only had to wait 5 minutes for the trolley, which was perfect because it was a drizzly day.

Both guides were good. Mike, our first driver, was a little quieter, but still full of interesting and helpful information. Eric was hysterical and I appreciated his sarcastic sense of humor, although I suppose that type of humor isn't enjoyed by everyone.

Overall, I think that Beantown Trolley is a good bet. With the exception of the one competitor's trolley that left at 9:00 and those that were making the same stops as ours, I really didn't see other trolleys. I certainly didn't experience what others have said about waiting as other companies' trolleys came by. This was an easy way to get around the city and see a lot of sights in a short amount of time.

We bought the GoBoston card and this was one of the included attractions/activities. For us, it was well-worth the money."
familyof52011,Toronto,Canada,,,"['belfast', 'dublin', 'boston', ' ma', 'st. petersburg', 'bunratty', 'derry', 'galway', 'orlando', ' fl', 'quincy', ' ma', 'westport', 'cashel']","[' uk', ' ireland', ' usa', ' russia', 'prince edward island']",[],"Beantown Trolley, Boston", Stairs / lift ,,4 of 5 stars,"We got the 2 day Beantown Trolley as part of the 3 day Go Boston card, and it was very handy. I always try to do a hop on/off tour in cities I am visiting as you can learn so much and get a great overview of the city. The 1st day we took the tour all the way round learning a lot of Boston history along the way, then continued on to see some attractions. The 2nd day we used it to get back to some of the other attractions we didn't have time for the 1st day. The drivers were all very nice and helpful and I certainly appreciated being picked up in the morning and then dropped back at our hotel in Quincy in the evenings. I have no complaints, however do agree with some of the other reviewers that the Old Town Trolley did seem to come around more often."
russachini,Fort Worth,Texas,,,"['boston', ' ma', 'beijing', 'charleston', ' sc', 'fort worth', ' tx', 'minato', 'napa', ' ca']","[' usa', ' china', ' japan']",[],"Beantown Trolley, Boston", Stairs / lift ,,2 of 5 stars,"I'd say Beantown tour was sub par. We saw the sights fine, but spent way, way too much time waiting for trolleys. They say every 30 minutes but we'd often be waiting longer, watching as Old Town trolleys would pass by at least every 10 minutes. One of the drivers was also impossible to understand. Assuming most of the companies offer similar tours/routes, I'd suggest going with Old Town. You'll get the same experience but in half the time."
628tf,Kingston,Canada,,,"['milford', ' ma', 'agawam', ' ma', 'boston', ' ma', 'columbia', ' pa', 'halifax', ' pa', 'hummelstown', ' pa', 'lancaster', ' pa']",[' usa'],[],"Beantown Trolley, Boston", Stairs / lift ,,2 of 5 stars,"Would have been very enjoyable if we were staying on the trolley for the entire trip. The drivers were great, informative, and funny. However we got off at 4 stops along the way, and each time we waited for a long time for another trolley to come along. There would be 2 or 3 Old Towne Trolleys come along (they all use the same stop locations) in the time we would wait for another Beantown Trolley to come along for us to resume our trip. If you plan on getting on/off go with Old Town Trolley, otherwise Beantown is fine."
Neen813,Norwich,Vermont, female , 35-49 ,"['boston', ' ma', 'brookline', ' ma', 'woburn', ' ma', 'virginia beach', ' va', 'wells', ' me', 'bethlehem', ' nh', 'conway', ' nh', 'hanover', ' nh', 'norwich', ' vt', 'bomoseen', ' vt', 'cambridge', ' ma', 'castleton', ' vt']",[' usa'],[],"Beantown Trolley, Boston", Stairs / lift ,,3 of 5 stars,"We took this tour as it was offered as part of our Go Boston discount card. My husband & I did a similar tour (hop on/hop off) when in San Francisco.

We were new to Boston, so I don't have anything to compare it to. My husband, son & I found the tour to be interesting and informative. We took the tour later in the day (2pm), so in the interest of time, decided we were not necessarily going to hop on/off unless something really hit us to make sure we saw everything before the last trolley at 5pm. A smart move on our part, since there was a Red Sox game at Fenway which caused lots of traffic & had us on the trolley for almost 3 hours.

The tour guide was polite, professional & courteous. Again, I don't know how this compares to other tours, but we enjoyed it. We all agreed we should have certainly allotted more time so that we could hop on/off & explore more. Also, I would suggest others to bear any events in mind (like a ball game) when taking such a tour, as traffic will effect you getting around.

Overall, it was a great value for us since we got this through the Go Boston package."
GandTNinja,Houghton-le-Spring,United Kingdom, female , 50-64 ,"['orlando', ' fl', 'seattle', ' wa', 'dubai', 'boston', ' ma', 'cascais', 'columbia falls', ' mt', 'great falls', ' mt', 'lake louise', ' alberta', 'manchester', 'reykjavik', 'canmore', ' alberta', 'edinburgh']","[' usa', ' united arab emirates', ' portugal', ' canada', ' uk', ' iceland']",[],"Beantown Trolley, Boston", Stairs / lift ,,2 of 5 stars,"We resorted to a tour bus as the rain came pouring down and we thought it would help us to see parts of the city we wouldn't get to due to the weather. We weren't particularly impressed with this company. We boarded and paid at the harbour only to sit for 20 minutes waiting for it to start. The bus got really hot and they couldn't switch off the heat coming from the heaters. It was a humid day, so it wasn't a pleasant experience. We stayed on the bus rather than get off as the weather was so bad - so did most people. It took about two and a half hours to get around and the last stops were missed out. Traffic was horrendous and we spent a long time standing still - it was a Friday, so maybe it isn't the best day to use these tours. Saturday traffic seemed less frantic. Some people must have been waiting quite a while for pick ups. The bus was full and if we had got off - goodness knows how long we would have to wait for a trolley to arrive.
The guide wasn't the most informative or entertaining.
Tours buses are usually a good way of getting around cities, but I don't think this is the best company. While were walking around on the Saturday we saw lots of the other companies trolleys, but very few of the Beantown trolleys.
In our case it wasn't particularly good value for money."
Ltvelazquez,Washington DC,District of Columbia, female , 50-64 ,"['boston', ' ma', 'arecibo', 'san juan', 'gainesville', ' va', 'acapulco', 'barcelona', 'belize city', 'bern', 'bogota', 'cancun', 'cartagena', 'cascais']","[' usa', ' puerto rico', ' mexico', ' spain', ' belize', ' switzerland', ' colombia', ' portugal']",['Love to visit new places both in the US and abroad. '],"Beantown Trolley, Boston", Stairs / lift ,,4 of 5 stars,This tour (as I am sure most of the trolley or city tours) gives you great ideas of where to go during your stay and are a great way to plan the rest of your stay in any city. The best part of this tour was that it was one of the attractions we could visit with the Go Boston Card which is a GREAT savings in most cities. Unfortunately the card is not available here on Trip Advisor to review but I would greatly suggest it because there are 53 attractions that you could visit with ONE simple card - basically do as many as you can with one very reasonable cost. Also available in NY and other cities.
220678,,,,,"['hammamet', 'boston', ' ma', 'london', 'niagara falls', ' ontario', 'bergen', 'new york city', ' ny', 'toronto', ' ontario', 'washington dc', ' dc', 'crofton', ' md', 'el-jem', 'flam']","[' tunisia', ' usa', ' uk', ' canada', ' norway', 'eidfjord municipality']",[],"Beantown Trolley, Boston", Stairs / lift ,,5 of 5 stars,This was included in our Go Boston card. We used it on our first day to see most of the sites and get an idea where everything was in Boston. We then used it to get about for the rest of the day. The pass is valid for 2 days of consecutive travel. The commentary is informative and funny and a good way to get about and see Boston before deciding which places to explore in more detail. Definitely get off at the USS Constitution stop as it is free to tour the boat (it is closed Mondays) and can also walk to the Bunker Hill monument from this stop. They say you need to get tickets for the 3 ticket stops but we picked up people without tickets who there then let off at a ticketed stop to buy their tickets. They run frequently but can get busy
sjw1767,Wheaton,Illinois,,,"['mears', ' mi', 'boston', ' ma', 'pentwater', ' mi', 'hart', ' mi']",[' usa'],[],"Beantown Trolley, Boston", Stairs / lift ,,4 of 5 stars,"We got the two day trolley ticket as part if the Go Boston card. It is a great way to get to all of the major attractions while getting some information from the guides. The buses were not very crowded. We noticed that the competitors trolleys were usually very crowded or full. I dont think I would recimmend this as a tour on its own, but it was great for easy transportation."
